animal_number,animal_tag_id,animal_life_no,lactation_days,report_date,day_production,rumination_minutes,intake_total,rest_feed,failures,milkings,fat_protein_ratio,scc_indication,refusals,day_production_dev,source_file
1387,,US DD1905,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1388,,US DD1906,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1389,,US DD907,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1390,,US DD1908,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1391,,US DD1909,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1392,,US DD1910,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1393,,US DD1911,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1394,,US DD1912,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1395,,US DD1913,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1396,,US 1914,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1397,,US DD1915,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1398,,US 1916,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1399,,US DD1917,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1400,,US DD1918,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1401,,US DD1919,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1402,,US DD1920,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1403,,US DD1921,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1404,,US DD1922,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1407,,US DD1925,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1408,,US DD1926,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1410,,US DD1928,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1411,,US DD1929,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1412,,US DD1930,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1413,,US DD193114,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1414,,US DD1932,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1415,,US DD1933,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1416,,DD1934,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1417,,US DD1935,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1418,,US DD1936,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1419,,US DD1937,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1420,,US DD1938,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1421,,US 1939,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1422,,US 1940,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1423,,US 1941,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1424,,US DD1942,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1425,,US 1943,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1426,,US DD 1944,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1427,,US 1945,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1428,,DD1946,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1429,,DD1947,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1430,,US DD1948,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1431,,US DD1949,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1432,,US 1950,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1433,,US DD1951,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1434,,US DD1952,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1435,,US DD1953,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1436,,DD1954,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1437,,DD1793,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1438,,US DD1956,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1439,,US DD1957,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1441,,DD1959,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1442,,US DD1960,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1443,,US DD1961,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1444,,US DD1962,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1445,,USDD1964,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1446,,USDD1965,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1447,,US DD1966,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1449,,USDD1968,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1450,,US DD1969,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1451,,US DD1970,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1452,,US DD1971,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1453,,US DD1972,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1454,,US DD1973,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1456,,US DD1975,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1457,,US DD1976,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1458,,US DD1977,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1459,,US 1978,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1460,,US DD1979,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1461,,US DD1980,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1462,,USDD1981,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1463,,US DD1982,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1464,,US DD1983,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1465,,US DD1984,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1466,,US DD1985,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1467,,US 1986,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1468,,US 1987,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1469,,US DD1988,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1470,,US DD1989,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1471,,US DD1990,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1472,,US DD1991,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1473,,DD 1992,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1474,,US DD1993,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1475,,US 1994,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1476,,US DD1995,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1477,,US DD1996,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1478,,US DD1997,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1479,,US DD1998,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1480,,US DD1999,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1481,,US DD2000,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1482,,US DD2001,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1485,,US DD2004,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1486,,US D2005,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1487,,US DD2006,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1488,,US DD2007,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1489,,US DD2008,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1490,,US DD2009,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1491,,DD2010,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1492,,US DD2011,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1493,,US DD2012,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1494,,US DD2013,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1497,,US 2015,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1498,,US DD2017,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1499,,US DD2018,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1500,,US DD2019,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1501,,US DD2020,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1502,,US DD2021,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
1503,,US DD2022,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
20042,,,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
20047,,,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
20049,,,,2026-04-12,,,,,,,,,,,Voice Agent Report Historical 4.12.11.csv
2,3086479,US DD1654,24,2026-04-13,58,554,12.98,0.68,0,2,1.03,,0,0,Voice Agent Report Historical 4.14.13.csv
3,3086603,US 1744,21,2026-04-13,59.7,540,11.92,0.34,0,3,1.02,,2,1.98,Voice Agent Report Historical 4.14.13.csv
4,3086632,US DD1724,32,2026-04-13,34,586,5.24,7.19,0,1,1.21,,0,3.09,Voice Agent Report Historical 4.14.13.csv
6,3087355,DD1449,329,2026-04-13,87.5,504,16.43,0.26,0,3,1.22,,8,-5.07,Voice Agent Report Historical 4.14.13.csv
7,3087274,DD1542,278,2026-04-13,45.4,528,11.92,0.12,0,2,1.72,,0,-3.53,Voice Agent Report Historical 4.14.13.csv
10,3086174,US DD1571,272,2026-04-13,53.8,527,5.5,0.06,0,2,1.33,,3,-5.07,Voice Agent Report Historical 4.14.13.csv
12,3086327,US DD1752,1,2026-04-13,20.7,283,3.9,0.73,0,2,1.45,,0,7.94,Voice Agent Report Historical 4.14.13.csv
13,3086569,US DD1602,222,2026-04-13,51.6,533,15.3,0.3,1,3,1.2,,5,-5.95,Voice Agent Report Historical 4.14.13.csv
14,3087979,DD1332,206,2026-04-13,69.7,540,13.21,0.4,1,3,0.98,,1,-3.53,Voice Agent Report Historical 4.14.13.csv
15,3087121,DD1546,286,2026-04-13,46.5,459,11.64,0.17,0,2,1.39,,5,-3.97,Voice Agent Report Historical 4.14.13.csv
16,3087866,DD1357,229,2026-04-13,56.2,491,13.83,0.24,0,3,1.2,,8,-1.1,Voice Agent Report Historical 4.14.13.csv
17,3086731,US DD1660,338,2026-04-13,80.2,465,15.83,0.26,0,3,1.22,,0,-1.1,Voice Agent Report Historical 4.14.13.csv
20,3086114,DD1558,153,2026-04-13,51.1,501,10.37,0.21,0,2,1.26,,3,-0.44,Voice Agent Report Historical 4.14.13.csv
21,3087503,DD1420,290,2026-04-13,76.9,413,16.07,0.37,0,3,1.36,,1,-3.97,Voice Agent Report Historical 4.14.13.csv
22,3087348,DD1022,295,2026-04-13,28.2,380,5.18,3.02,0,1,1.56,,2,-1.54,Voice Agent Report Historical 4.14.13.csv
23,3087231,DD1471,370,2026-04-13,44.3,538,11.78,0.14,0,2,1.5,,6,-12.35,Voice Agent Report Historical 4.14.13.csv
24,3086116,DD1490,129,2026-04-13,75.6,508,16.01,0.32,0,4,1.2,,2,-7.5,Voice Agent Report Historical 4.14.13.csv
25,3087364,US DD1567,284,2026-04-13,28.4,329,7.55,0.11,0,2,1.36,,8,-2.43,Voice Agent Report Historical 4.14.13.csv
26,3087118,DD1478,248,2026-04-13,67.9,540,16.19,0.2,0,3,1.3,,0,-23.15,Voice Agent Report Historical 4.14.13.csv
27,3087387,US DD1655,10,2026-04-13,,376,0,12.85,,,,,,,Voice Agent Report Historical 4.14.13.csv
28,3087460,DD1380,162,2026-04-13,54,441,12.62,0.16,0,3,1.34,,3,-2.43,Voice Agent Report Historical 4.14.13.csv
29,3086671,DD1595,293,2026-04-13,51.1,402,10.18,0.15,0,2,1.22,,3,-3.09,Voice Agent Report Historical 4.14.13.csv
30,3087392,US DD1646,2,2026-04-13,36.2,420,4.4,0.84,0,2,0.85,,0,2.87,Voice Agent Report Historical 4.14.13.csv
31,3087281,DD1394,111,2026-04-13,80.2,405,19.52,0.48,0,5,1.25,,7,-7.05,Voice Agent Report Historical 4.14.13.csv
32,3087545,DD1494,112,2026-04-13,93.3,473,18.39,0.36,0,4,1.14,,2,-9.48,Voice Agent Report Historical 4.14.13.csv
34,3086177,DD1364,61,2026-04-13,55.8,527,17.02,0.33,1,2,1.27,,0,-8.82,Voice Agent Report Historical 4.14.13.csv
35,3087215,DD1400,385,2026-04-13,,528,,,,,,,,,Voice Agent Report Historical 4.14.13.csv
37,3087451,US DD1768,363,2026-04-13,51.4,510,16.3,0.4,0,3,1.56,,2,-2.65,Voice Agent Report Historical 4.14.13.csv
39,6642027,US DD1662,489,2026-04-13,,391,,,,,,,,,Voice Agent Report Historical 4.14.13.csv
40,3087510,DD1397,141,2026-04-13,86.4,535,16.9,0.27,0,3,1.16,,1,-0.22,Voice Agent Report Historical 4.14.13.csv
41,3087391,DD1514,281,2026-04-13,71.6,486,12.49,0.23,0,3,1.27,,4,-4.63,Voice Agent Report Historical 4.14.13.csv
42,3087165,DD1262,149,2026-04-13,34,465,12.74,0.18,0,3,1.33,,5,10.14,Voice Agent Report Historical 4.14.13.csv
43,3086557,US DD1675,54,2026-04-13,83.3,559,17.26,0.33,0,4,1.21,,9,8.16,Voice Agent Report Historical 4.14.13.csv
45,3086129,DD1462,338,2026-04-13,,425,,,,,,,,,Voice Agent Report Historical 4.14.13.csv
46,3351614,DD1415,237,2026-04-13,84.4,522,17.2,0.36,0,5,1.16,,4,-1.98,Voice Agent Report Historical 4.14.13.csv
47,3087308,DD1495,51,2026-04-13,121.3,507,20,0.59,0,5,0.98,,37,-13.23,Voice Agent Report Historical 4.14.13.csv
48,3087565,DD1534,246,2026-04-13,54.2,468,13.9,0.2,0,3,1.26,,9,-4.19,Voice Agent Report Historical 4.14.13.csv
49,3086283,DD1488,370,2026-04-13,,480,,,,,,,,,Voice Agent Report Historical 4.14.13.csv
50,3086511,DD1503,271,2026-04-13,57.1,570,13.62,0.19,0,3,1.34,,2,-5.07,Voice Agent Report Historical 4.14.13.csv
52,3087406,DD1733,20,2026-04-13,62.2,504,10.86,1.3,0,2,0.9,,6,-9.04,Voice Agent Report Historical 4.14.13.csv
53,3086247,DD1508,277,2026-04-13,82.7,466,16.9,0.29,0,4,1.17,,1,0.88,Voice Agent Report Historical 4.14.13.csv
55,3183487,DD1510,285,2026-04-13,37.9,340,10.86,0.15,1,2,1.23,,2,-3.09,Voice Agent Report Historical 4.14.13.csv
56,3086452,DD1453,232,2026-04-13,44.1,563,11.67,2.99,0,2,1.4,,0,-6.83,Voice Agent Report Historical 4.14.13.csv
57,3087322,DD1285,139,2026-04-13,67.5,562,13.26,1.71,0,2,1.29,,0,-7.94,Voice Agent Report Historical 4.14.13.csv
58,3086115,US DD1766,379,2026-04-13,63.1,479,16.25,0.23,0,3,1.25,,0,-3.53,Voice Agent Report Historical 4.14.13.csv
59,3087697,US DD1767,392,2026-04-13,17.6,484,5,0.65,0,2,2.02,,0,1.32,Voice Agent Report Historical 4.14.13.csv
60,3087116,US DD1640,14,2026-04-13,37,666,13.12,0.38,7,1,1.37,,4,0.22,Voice Agent Report Historical 4.14.13.csv
61,3086148,DD1550,266,2026-04-13,50.3,467,13.69,0.22,0,3,1.38,,9,-3.09,Voice Agent Report Historical 4.14.13.csv
62,3087292,US DD1627,198,2026-04-13,85.3,548,17.5,0.39,0,5,1.4,,19,-4.63,Voice Agent Report Historical 4.14.13.csv
63,3086272,DD1423,333,2026-04-13,54.7,441,14.11,0.22,0,3,1.41,,3,-1.54,Voice Agent Report Historical 4.14.13.csv
64,3087236,US DD1624,9,2026-04-13,5.5,483,6.84,2.81,2,0,1.52,,0,-13.01,Voice Agent Report Historical 4.14.13.csv
66,3087248,DD1170,108,2026-04-13,81.3,562,17.98,0.47,3,2,1.09,,0,-7.5,Voice Agent Report Historical 4.14.13.csv
67,3086685,US DD1707,14,2026-04-13,55.8,561,15.38,0.2,1,4,1.11,,10,4.19,Voice Agent Report Historical 4.14.13.csv
69,3087141,DD1473,326,2026-04-13,81.1,511,16.9,0.26,0,4,1.23,,2,-7.72,Voice Agent Report Historical 4.14.13.csv
71,3087258,DD1447,375,2026-04-13,77.6,511,17.44,0.38,0,5,1.44,,24,-11.68,Voice Agent Report Historical 4.14.13.csv
72,3087950,DD1501,61,2026-04-13,78.3,498,12.8,0.23,0,2,1,,0,-9.04,Voice Agent Report Historical 4.14.13.csv
73,3542905,DD1328,202,2026-04-13,69.4,514,18.21,0.26,0,4,1.39,,6,-2.65,Voice Agent Report Historical 4.14.13.csv
74,3087864,US DD1559,266,2026-04-13,56.7,546,13.9,0.19,0,3,1.41,,5,1.1,Voice Agent Report Historical 4.14.13.csv
75,3088111,US DD1583,227,2026-04-13,34.2,541,10.86,0.86,0,2,1.42,,0,-2.2,Voice Agent Report Historical 4.14.13.csv
76,3087596,DD1349,465,2026-04-13,59.7,480,15.3,0.23,0,3,1.5,,5,-1.98,Voice Agent Report Historical 4.14.13.csv
77,3086851,DD1365,53,2026-04-13,65,513,15.6,0.24,0,3,1.54,,2,0.22,Voice Agent Report Historical 4.14.13.csv
78,3087494,DD1435,76,2026-04-13,85.1,656,16.55,0.28,0,3,1.13,,0,-8.82,Voice Agent Report Historical 4.14.13.csv
80,3086149,DD1406,334,2026-04-13,58.6,437,15.3,0.24,0,4,1.37,,13,-1.32,Voice Agent Report Historical 4.14.13.csv
81,3087668,US DD1574,258,2026-04-13,57.8,467,17.07,0.28,0,4,1.38,,13,-4.19,Voice Agent Report Historical 4.14.13.csv
82,3087220,DD1523,287,2026-04-13,38.8,535,10.86,1.16,0,2,1.47,,0,2.65,Voice Agent Report Historical 4.14.13.csv
83,6641288,DD1426,216,2026-04-13,86.6,574,17.26,0.34,0,5,1.23,,9,-2.65,Voice Agent Report Historical 4.14.13.csv
84,3086109,US DD1565,257,2026-04-13,80.7,449,14.74,0.22,0,3,1.14,,11,-7.94,Voice Agent Report Historical 4.14.13.csv
86,3087212,US DD1610,290,2026-04-13,44.8,544,6,0.05,0,2,1.27,,6,-3.09,Voice Agent Report Historical 4.14.13.csv
87,3087609,DD1522,302,2026-04-13,55.1,502,4.87,0.08,0,2,1.68,,22,-9.26,Voice Agent Report Historical 4.14.13.csv
88,3087586,US DD1608,19,2026-04-13,58.4,465,12.84,0.34,0,4,1.2,,16,0.88,Voice Agent Report Historical 4.14.13.csv
89,3087349,US DD1763,318,2026-04-13,65.3,528,14.05,0.26,0,3,1.27,,3,-5.29,Voice Agent Report Historical 4.14.13.csv
90,3087156,DD1599,13,2026-04-13,53.8,607,12.56,0.16,0,3,1.06,,6,4.63,Voice Agent Report Historical 4.14.13.csv
91,3087334,US DD1396,460,2026-04-13,51.1,416,12.74,0.26,0,3,1.42,,22,-5.95,Voice Agent Report Historical 4.14.13.csv
92,3087516,DD1433,190,2026-04-13,75.6,481,18.75,0.31,0,3,1.15,,0,-9.04,Voice Agent Report Historical 4.14.13.csv
93,3086243,DD1425,341,2026-04-13,72.8,441,11.37,0.17,0,3,1.27,,5,0.22,Voice Agent Report Historical 4.14.13.csv
94,3087594,DD1476,199,2026-04-13,69.4,551,14.64,0.26,0,3,1.11,,1,-2.65,Voice Agent Report Historical 4.14.13.csv
95,3086498,DD1493,285,2026-04-13,55.1,529,11.85,3.43,0,2,1.51,,2,-6.17,Voice Agent Report Historical 4.14.13.csv
96,3087977,DD1196,234,2026-04-13,69,551,12.86,0.25,0,3,1.21,,2,-3.75,Voice Agent Report Historical 4.14.13.csv
97,3088051,DD1373,484,2026-04-13,0,175,,,0,0,,,8,0,Voice Agent Report Historical 4.14.13.csv
98,3087882,DD1487,117,2026-04-13,99.9,567,17.92,0.32,0,3,1.26,,0,-8.6,Voice Agent Report Historical 4.14.13.csv
99,3352005,US DD1585,249,2026-04-13,54.2,530,15.38,0.23,0,3,1.33,,4,-2.43,Voice Agent Report Historical 4.14.13.csv
101,3087282,DD1272,242,2026-04-13,80.9,395,17.5,0.42,0,4,1.3,,4,-4.85,Voice Agent Report Historical 4.14.13.csv
103,3087255,DD1438,28,2026-04-13,111.6,595,20.06,0.46,0,4,1.13,,0,6.39,Voice Agent Report Historical 4.14.13.csv
105,3087401,US DD1748,138,2026-04-13,96.6,560,21.67,0.27,0,4,1.3,,6,-5.51,Voice Agent Report Historical 4.14.13.csv
106,3087159,US DD1556,,2026-04-13,,213,,,,,,,,,Voice Agent Report Historical 4.14.13.csv
108,3542732,DD1479,240,2026-04-13,86.4,500,16.9,0.29,0,4,1.43,,2,-4.19,Voice Agent Report Historical 4.14.13.csv
109,3353222,US DD1611,253,2026-04-13,48.7,598,11.29,0.13,0,2,1.3,,2,-3.75,Voice Agent Report Historical 4.14.13.csv
110,3087310,DD1351,255,2026-04-13,73.4,584,14.58,0.27,0,4,1.22,,4,-7.94,Voice Agent Report Historical 4.14.13.csv
111,3086497,DD1402,359,2026-04-13,67.5,558,16.43,0.25,0,4,1.33,,7,-3.31,Voice Agent Report Historical 4.14.13.csv
115,3087667,DD1442,10,2026-04-13,65.9,427,17.86,0.51,0,4,1.03,,1,2.2,Voice Agent Report Historical 4.14.13.csv
116,3086998,DD1407,380,2026-04-13,,532,,,,,,,,,Voice Agent Report Historical 4.14.13.csv
117,3087338,US DD1775,20,2026-04-13,48.1,572,12.63,0.24,1,3,1.04,,1,4.41,Voice Agent Report Historical 4.14.13.csv
118,3087755,US DD1456,335,2026-04-13,82,483,17.68,0.39,0,5,1.3,,20,-6.39,Voice Agent Report Historical 4.14.13.csv
121,3087395,US DD1700,47,2026-04-13,108,629,19.35,0.38,0,3,1.03,,0,-5.73,Voice Agent Report Historical 4.14.13.csv
123,3086581,DD1443,316,2026-04-13,45.2,524,15.45,0.5,0,3,1.53,,3,-1.76,Voice Agent Report Historical 4.14.13.csv
124,3087250,DD1486,224,2026-04-13,65.3,422,12.56,0.17,0,3,1.36,,2,-3.97,Voice Agent Report Historical 4.14.13.csv
125,3087179,DD1502,351,2026-04-13,37,516,9.81,0.13,0,2,1.35,,0,-1.54,Voice Agent Report Historical 4.14.13.csv
127,3086217,DD1474,208,2026-04-13,51.6,398,12.62,0.31,1,2,1.27,,0,-5.29,Voice Agent Report Historical 4.14.13.csv
128,3087160,US DD1759,423,2026-04-13,,469,,,,,,,,,Voice Agent Report Historical 4.14.13.csv
131,3087351,US DD1696,39,2026-04-13,94.6,604,17.28,0.24,0,4,1.13,,0,-11.9,Voice Agent Report Historical 4.14.13.csv
132,3087361,DD1311,473,2026-04-13,,366,,,,,,,,,Voice Agent Report Historical 4.14.13.csv
133,3087396,DD1374,234,2026-04-13,63.9,490,17.56,0.28,0,3,1.27,,0,0,Voice Agent Report Historical 4.14.13.csv
134,3087229,DD1540,163,2026-04-13,59.3,475,16.01,0.38,0,4,1.23,,3,-3.09,Voice Agent Report Historical 4.14.13.csv
135,3086678,DD1547,456,2026-04-13,,531,,,,,,,,,Voice Agent Report Historical 4.14.13.csv
136,3087368,US DD1819,237,2026-04-13,59.3,604,12.13,0.17,0,2,1.28,,0,-1.98,Voice Agent Report Historical 4.14.13.csv
137,3087194,US DD1652,16,2026-04-13,51.6,557,12.91,0.18,0,2,0.95,,1,3.75,Voice Agent Report Historical 4.14.13.csv
138,3086806,US DD1697,581,2026-04-13,32.2,429,11.08,0.13,0,3,1.3,,3,-3.31,Voice Agent Report Historical 4.14.13.csv
139,3087241,DD1445,246,2026-04-13,52.2,575,10.58,0.44,0,2,1.06,,2,-5.73,Voice Agent Report Historical 4.14.13.csv
140,3352078,DD1525,259,2026-04-13,51.4,436,13.4,0.23,0,3,1.35,,17,-1.1,Voice Agent Report Historical 4.14.13.csv
142,3086184,DD1376,539,2026-04-13,,568,,,,,,,,,Voice Agent Report Historical 4.14.13.csv
143,3183515,DD1467,242,2026-04-13,77.8,507,15.89,0.34,0,4,1.41,,7,-6.39,Voice Agent Report Historical 4.14.13.csv
144,3087427,US DD1755,18,2026-04-13,52,494,12.63,0.21,0,4,0.96,,18,0.22,Voice Agent Report Historical 4.14.13.csv
145,3086699,US DD1758,20,2026-04-13,50.3,614,12.28,0.16,0,4,0.92,,8,1.98,Voice Agent Report Historical 4.14.13.csv
146,3087034,US DD1761,18,2026-04-13,53.4,557,12.13,0.76,0,2,1.03,,0,2.2,Voice Agent Report Historical 4.14.13.csv
147,3086154,US DD1604,619,2026-04-13,32.6,520,10.12,1.46,0,2,1.08,,1,-3.53,Voice Agent Report Historical 4.14.13.csv
148,3087735,DD1535,286,2026-04-13,69.7,531,11.85,0.21,0,3,1.27,,7,1.1,Voice Agent Report Historical 4.14.13.csv
149,3087997,DD1416,333,2026-04-13,55.8,563,13.54,0.27,0,3,1.39,,6,-3.31,Voice Agent Report Historical 4.14.13.csv
151,3086706,DD1489,,2026-04-13,,362,,,,,,,,,Voice Agent Report Historical 4.14.13.csv
152,3353711,DD1484,91,2026-04-13,81.8,545,18.48,0.27,0,3,1.62,,0,-14.11,Voice Agent Report Historical 4.14.13.csv
155,3086104,DD1551,296,2026-04-13,48.1,492,8.25,0.16,0,2,1.2,,23,-2.2,Voice Agent Report Historical 4.14.13.csv
156,3085889,US DD1607,240,2026-04-13,72.1,508,15.71,0.29,1,3,1.25,,7,-6.17,Voice Agent Report Historical 4.14.13.csv
158,3087680,DD1528,275,2026-04-13,58.2,510,13.62,0.25,0,3,1.18,,9,-3.09,Voice Agent Report Historical 4.14.13.csv
159,3087807,DD1548,299,2026-04-13,71.4,463,16.72,0.3,0,4,1.42,,19,-4.85,Voice Agent Report Historical 4.14.13.csv
162,5926949,DD1482,211,2026-04-13,65.9,510,13.04,0.47,1,3,1.22,,1,-4.19,Voice Agent Report Historical 4.14.13.csv
