"Animal Number","Animal Tag Id","Animal Life No. ","Lactation Days","Day Production","Date","Rumination Minutes","Intake Total","Rest Feed","Failures","Milkings","Fat/Protein Ratio","SCC Indication","Refusals","Day production Dev."
"88","3087586","US DD1608","15","60.6","2026-04-09","403","11.08","0.26","0","3","1.24","","6","1.98"
"88","3087586","US DD1608","16","60.2","2026-04-10","434","14.18","0.36","0","4","1.18","","6","1.32"
"86","3087212","US DD1610","286","45.6","2026-04-09","357","9.03","0.39","0","2","1.28","","12","-7.28"
"86","3087212","US DD1610","287","41.7","2026-04-10","418","8.25","0.12","0","2","1.28","","6","-9.70"
"109","3353222","US DD1611","249","46.1","2026-04-09","463","15.03","0.20","0","3","1.33","","7","-9.26"
"109","3353222","US DD1611","250","45.9","2026-04-10","445","10.23","0.12","0","2","1.41","","6","-8.60"
"1230","","US DD1614","","","2026-04-09","","","","","","","","",""
"1230","","US DD1614","","","2026-04-10","","","","","","","","",""
"252","6641942","US DD1617","15","68.8","2026-04-09","351","13.47","0.29","0","4","1.12","","3","1.54"
"252","6641942","US DD1617","16","67.7","2026-04-10","333","13.33","0.29","0","4","1.10","","4","0.00"
"1234","","US DD1619","","","2026-04-09","","","","","","","","",""
"1234","","US DD1619","","","2026-04-10","","","","","","","","",""
"1236","","US DD1621","","","2026-04-09","","","","","","","","",""
"1236","","US DD1621","","","2026-04-10","","","","","","","","",""
"1237","","US DD1622","","","2026-04-09","","","","","","","","",""
"1237","","US DD1622","","","2026-04-10","","","","","","","","",""
"1238","","US DD1623","","","2026-04-09","","","","","","","","",""
"1238","","US DD1623","","","2026-04-10","","","","","","","","",""
"64","3087236","US DD1624","5","0.2","2026-04-09","332","3.53","2.28","2","0","1.65","","0","0.00"
"64","3087236","US DD1624","6","26.2","2026-04-10","359","3.46","4.07","0","1","1.32","","1","13.01"
"346","3183472","US DD1625","19","60.6","2026-04-09","530","12.13","0.32","3","2","1.10","","7","12.79"
"346","3183472","US DD1625","20","62.4","2026-04-10","491","16.72","0.31","0","4","1.11","","9","15.87"
"1242","","US DD1630","","","2026-04-09","","","","","","","","",""
"1242","","US DD1630","","","2026-04-10","","","","","","","","",""
"1243","","US DD1629","","","2026-04-09","","","","","","","","",""
"1243","","US DD1629","","","2026-04-10","","","","","","","","",""
"1245","","US DD1633","","","2026-04-09","","","","","","","","",""
"1245","","US DD1633","","","2026-04-10","","","","","","","","",""
"204","5925507","US DD1634","10","61.7","2026-04-09","379","11.57","1.33","0","2","1.09","","0","8.82"
"204","5925507","US DD1634","11","51.6","2026-04-10","340","16.86","1.38","0","3","1.07","","1","-1.10"
"1247","","US DD1635","","","2026-04-09","","","","","","","","",""
"1247","","US DD1635","","","2026-04-10","","","","","","","","",""
"1248","","US DD1636","","","2026-04-09","","","","","","","","",""
"1248","","US DD1636","","","2026-04-10","","","","","","","","",""
"1249","","US DD1637","","","2026-04-09","","","","","","","","",""
"1249","","US DD1637","","","2026-04-10","","","","","","","","",""
"1250","","US DD1638","","","2026-04-09","","","","","","","","",""
"1250","","US DD1638","","","2026-04-10","","","","","","","","",""
"1251","","US DD1639","","","2026-04-09","","","","","","","","",""
"1251","","US DD1639","","","2026-04-10","","","","","","","","",""
"60","3087116","US DD1640","10","35.7","2026-04-09","426","11.29","0.84","17","1","1.15","","4","-1.98"
"60","3087116","US DD1640","11","19.6","2026-04-10","508","12.56","0.58","14","0","1.10","","0","-16.09"
"1253","","US DD1641","","","2026-04-09","","","","","","","","",""
"1253","","US DD1641","","","2026-04-10","","","","","","","","",""
"30","3087392","US DD1646","","","2026-04-09","","","","","","","","",""
"30","3087392","US DD1646","","","2026-04-10","0","","","","","","","",""
"216","6634679","US DD1642","230","74.3","2026-04-09","479","13.40","1.55","0","2","1.26","","0","-2.65"
"216","6634679","US DD1642","231","70.1","2026-04-10","472","13.33","2.29","0","2","1.24","","1","-5.29"
"1256","","US DD1647","","","2026-04-09","","","","","","","","",""
"1256","","US DD1647","","","2026-04-10","","","","","","","","",""
"257","6634640","US DD1648","1","20.5","2026-04-09","68","3.60","0.06","0","2","1.20","","1","6.83"
"257","6634640","US DD1648","2","18.7","2026-04-10","75","2.33","2.47","0","1","1.11","","1","-0.88"
"247","6641939","US DD1649","16","59.1","2026-04-09","435","11.92","0.34","1","3","1.05","","14","-3.31"
"247","6641939","US DD1649","17","64.6","2026-04-10","394","13.76","0.40","0","4","1.13","","31","1.76"
"265","6641319","US DD1650","16","68.1","2026-04-09","346","12.20","0.26","0","4","1.08","","18","1.10"
"265","6641319","US DD1650","17","69.9","2026-04-10","434","17.50","0.33","0","5","1.05","","4","1.98"
"137","3087194","US DD1652","12","46.1","2026-04-09","404","11.29","0.16","0","2","1.09","","4","0.44"
"137","3087194","US DD1652","13","49.6","2026-04-10","436","13.33","0.22","0","3","1.10","","3","3.09"
"1261","","US DD1653","10","","2026-04-09","","","","","","","","",""
"1261","","US DD1653","11","","2026-04-10","","","","","","","","",""
"27","3087387","US DD1655","6","27.8","2026-04-09","407","4.17","2.20","0","1","1.25","91","0","1.98"
"27","3087387","US DD1655","7","","2026-04-10","458","0.00","13.84","","","","","",""
"2","3086479","US DD1654","20","61.7","2026-04-09","412","9.74","0.18","0","2","1.02","","1","4.41"
"2","3086479","US DD1654","21","49.2","2026-04-10","446","13.26","2.08","0","2","1.04","","0","-7.72"
"1264","","US DD1656","","","2026-04-09","","","","","","","","",""
"1264","","US DD1656","","","2026-04-10","","","","","","","","",""
"17","3086731","US DD1660","334","76.7","2026-04-09","434","18.99","0.27","0","4","1.27","","0","-7.94"
"17","3086731","US DD1660","335","74.3","2026-04-10","413","10.95","0.17","0","2","1.33","","0","-9.04"
"39","6642027","US DD1662","485","","2026-04-09","523","","","","","","","",""
"39","6642027","US DD1662","486","","2026-04-10","325","","","","","","","",""
"203","5926241","US DD1671","90","109.1","2026-04-09","426","13.40","2.71","0","2","1.08","","0","-11.24"
"203","5926241","US DD1671","91","106.0","2026-04-10","419","13.40","4.82","0","2","1.10","","0","-12.57"
"1266","","US DD1672","","","2026-04-09","","","","","","","","",""
"1266","","US DD1672","","","2026-04-10","","","","","","","","",""
"746","3351299","US DD1674","18","71.9","2026-04-09","524","15.73","0.34","0","4","1.10","","1","1.32"
"746","3351299","US DD1674","19","68.8","2026-04-10","346","13.26","0.18","0","3","1.13","","3","-1.54"
"43","3086557","US DD1675","50","65.7","2026-04-09","406","14.05","0.24","0","3","1.17","612","0","-18.08"
"43","3086557","US DD1675","51","70.8","2026-04-10","482","15.06","0.24","0","3","1.32","472","1","-10.14"
"1268","","US DD1676","","","2026-04-09","","","","","","","","",""
"1268","","US DD1676","","","2026-04-10","","","","","","","","",""
"1269","","US DD1677","","","2026-04-09","","","","","","","","",""
"1269","","US DD1677","","","2026-04-10","","","","","","","","",""
"1270","","US DD1679","","","2026-04-09","","","","","","","","",""
"1270","","US DD1679","","","2026-04-10","","","","","","","","",""
"1271","","US DD1680","","","2026-04-09","","","","","","","","",""
"1271","","US DD1680","","","2026-04-10","","","","","","","","",""
"193","6635122","US DD1687","238","69.0","2026-04-09","424","15.83","0.25","0","4","1.66","63","21","-5.07"
"193","6635122","US DD1687","239","67.0","2026-04-10","426","18.33","0.32","0","5","1.65","63","14","-6.17"
"188","6632868","US DD1683","521","","2026-04-09","445","","","","","","","",""
"188","6632868","US DD1683","522","","2026-04-10","515","","","","","","","",""
"568","3184472","US DD1699","58","79.4","2026-04-09","443","15.54","0.30","0","3","1.18","1461","2","-12.35"
"568","3184472","US DD1699","59","65.7","2026-04-10","405","17.32","0.34","0","4","1.18","1319","4","-23.59"
"212","6635120","US DD1693","340","","2026-04-09","552","","","","","","","",""
"212","6635120","US DD1693","341","","2026-04-10","489","","","","","","","",""
"208","6633192","US DD1689","128","84.4","2026-04-09","283","21.96","0.34","0","5","1.23","72","3","-20.28"
"208","6633192","US DD1689","129","82.2","2026-04-10","382","15.42","0.21","0","3","1.25","72","1","-19.84"
"192","3543451","US DD1686","242","40.8","2026-04-09","301","16.49","0.27","0","4","1.45","2376","9","-11.02"
"192","3543451","US DD1686","243","37.3","2026-04-10","417","9.88","0.14","0","2","1.40","2251","27","-13.01"
"210","6632735","US DD1691","402","58.6","2026-04-09","400","17.44","0.40","0","4","1.36","66","12","-13.67"
"210","6632735","US DD1691","403","58.6","2026-04-10","362","15.36","0.33","0","4","1.45","74","11","-12.35"
"131","3087351","US DD1696","35","101.0","2026-04-09","195","16.23","0.30","0","5","1.29","","2","-13.67"
"131","3087351","US DD1696","36","87.3","2026-04-10","490","21.73","0.33","0","5","1.31","","0","-24.91"
"138","3086806","US DD1697","577","31.7","2026-04-09","259","12.70","0.16","0","3","1.36","","7","-6.83"
"138","3086806","US DD1697","578","31.5","2026-04-10","371","11.15","0.12","0","3","1.30","","1","-6.17"
"121","3087395","US DD1700","43","104.7","2026-04-09","538","17.50","0.35","0","3","1.15","31","0","-14.77"
"121","3087395","US DD1700","44","96.6","2026-04-10","538","21.13","0.43","0","4","1.20","31","1","-21.60"
"1272","","US 1703","","","2026-04-09","","","","","","","","",""
"1272","","US 1703","","","2026-04-10","","","","","","","","",""
"1274","","US DD1705","","","2026-04-09","","","","","","","","",""
"1274","","US DD1705","","","2026-04-10","","","","","","","","",""
"217","6634709","US DD1706","48","86.6","2026-04-09","391","22.62","0.37","0","4","1.27","17","1","-35.93"
"217","6634709","US DD1706","49","88.8","2026-04-10","492","22.38","0.36","0","4","1.45","","0","-31.08"
"67","3086685","US DD1707","10","51.6","2026-04-09","347","16.01","0.19","0","4","1.14","","14","2.65"
"67","3086685","US DD1707","11","53.1","2026-04-10","394","10.23","0.16","0","3","1.15","","9","1.98"
"1276","","US DD1708","","","2026-04-09","","","","","","","","",""
"1276","","US DD1708","","","2026-04-10","","","","","","","","",""
"218","6632897","US DD1712","82","81.8","2026-04-09","208","17.38","0.34","0","3","1.23","653","1","-10.80"
"218","6632897","US DD1712","83","80.0","2026-04-10","272","16.73","0.30","0","3","1.29","680","0","-10.80"
"223","6632661","US DD1714","322","48.3","2026-04-09","369","17.44","0.24","0","3","1.42","","1","-3.31"
"223","6632661","US DD1714","323","44.3","2026-04-10","342","10.71","0.63","0","2","1.44","","0","-6.39"
"224","6642406","US DD1716","18","78.3","2026-04-09","531","14.23","0.21","0","3","1.03","19","1","5.95"
"224","6642406","US DD1716","19","76.1","2026-04-10","540","15.77","0.26","0","4","1.07","19","0","2.65"
"1278","","US DD1719","","","2026-04-09","","","","","","","","",""
"1278","","US DD1719","","","2026-04-10","","","","","","","","",""
"1279","","US DD1720","","","2026-04-09","","","","","","","","",""
"1279","","US DD1720","","","2026-04-10","","","","","","","","",""
"1277","","US DD1715","","","2026-04-09","","","","","","","","",""
"1277","","US DD1715","","","2026-04-10","","","","","","","","",""
"1280","","US DD1721","","","2026-04-09","","","","","","","","",""
"1280","","US DD1721","","","2026-04-10","","","","","","","","",""
"227","6632644","US DD1723","383","80.5","2026-04-09","436","18.45","0.29","0","4","1.30","171","11","-11.02"
"227","6632644","US DD1723","384","76.3","2026-04-10","445","14.82","0.21","0","4","1.33","","8","-13.23"
"236","6632625","US DD1722","27","63.5","2026-04-09","380","14.46","0.19","0","3","1.10","","4","1.10"
"236","6632625","US DD1722","28","62.4","2026-04-10","368","14.25","0.24","0","4","1.09","","1","0.44"
"4","3086632","US DD1724","28","26.2","2026-04-09","135","5.60","1.77","0","1","1.65","848","0","-5.07"
"4","3086632","US DD1724","29","26.0","2026-04-10","264","10.12","4.63","0","2","1.48","","0","-3.31"
"1283","","US DD1726","","","2026-04-09","","","","","","","","",""
"1283","","US DD1726","","","2026-04-10","","","","","","","","",""
"52","3087406","DD1733","16","74.3","2026-04-09","431","15.94","0.59","0","5","1.07","","10","1.32"
"52","3087406","DD1733","17","71.2","2026-04-10","471","14.39","0.40","0","4","1.01","","8","-1.54"
"1284","","US DD1731","","","2026-04-09","","","","","","","","",""
"1284","","US DD1731","","","2026-04-10","","","","","","","","",""
"1286","","US 1734","","","2026-04-09","","","","","","","","",""
"1286","","US 1734","","","2026-04-10","","","","","","","","",""
"1287","","US DD1736","","","2026-04-09","","","","","","","","",""
"1287","","US DD1736","","","2026-04-10","","","","","","","","",""
"1288","","US DD1737","","","2026-04-09","","","","","","","","",""
"1288","","US DD1737","","","2026-04-10","","","","","","","","",""
"266","6640786","US 1738","24","60.8","2026-04-09","423","15.10","0.44","0","4","1.10","","2","4.63"
"266","6640786","US 1738","25","60.2","2026-04-10","376","12.13","0.24","0","3","1.11","","3","3.53"
"226","6634736","US DD1739","313","32.8","2026-04-09","366","12.20","0.13","0","3","1.53","","16","-6.17"
"226","6634736","US DD1739","314","31.3","2026-04-10","420","9.66","0.07","0","2","1.55","","7","-7.05"
"1290","","US DD1740","","","2026-04-09","","","","","","","","",""
"1290","","US DD1740","","","2026-04-10","","","","","","","","",""
"1291","","US 1741","","","2026-04-09","","","","","","","","",""
"1291","","US 1741","","","2026-04-10","","","","","","","","",""
"1292","","US DD1743","","","2026-04-09","","","","","","","","",""
"1292","","US DD1743","","","2026-04-10","","","","","","","","",""
"3","3086603","US 1744","17","60.6","2026-04-09","498","11.57","0.26","0","3","1.10","","8","5.73"
"3","3086603","US 1744","18","59.1","2026-04-10","434","16.16","0.36","0","4","1.04","","9","4.19"
"1294","","US 1745","","","2026-04-09","","","","","","","","",""
"1294","","US 1745","","","2026-04-10","","","","","","","","",""
"184","3183423","US DD1747","16","23.4","2026-04-09","507","12.84","0.24","2","3","1.04","","1","0.88"
"184","3183423","US DD1747","17","24.3","2026-04-10","436","7.83","0.14","2","2","1.03","","7","1.54"
"105","3087401","US DD1748","134","104.3","2026-04-09","469","18.33","0.33","0","4","1.25","33","3","-3.09"
"105","3087401","US DD1748","135","100.3","2026-04-10","423","18.57","0.29","0","4","1.29","33","1","-6.61"
"163","3352744","US DD1751","27","65.3","2026-04-09","308","14.89","0.39","0","5","0.96","","56","-1.32"
"163","3352744","US DD1751","28","62.8","2026-04-10","395","11.85","0.28","0","4","0.94","","33","-2.65"
"12","3086327","US DD1752","","","2026-04-09","","","","","","","","",""
"12","3086327","US DD1752","","","2026-04-10","","","","","","","","",""
"144","3087427","US DD1755","14","50.5","2026-04-09","390","13.12","0.34","0","4","0.96","","18","0.00"
"144","3087427","US DD1755","15","50.9","2026-04-10","330","12.06","0.32","0","4","0.95","","21","-0.22"
"1299","","US DD1756","","","2026-04-09","","","","","","","","",""
"1299","","US DD1756","","","2026-04-10","","","","","","","","",""
"145","3086699","US DD1758","16","46.7","2026-04-09","374","11.36","0.14","0","3","0.97","","4","-3.09"
"145","3086699","US DD1758","17","45.4","2026-04-10","416","12.28","0.14","0","3","0.95","","5","-2.87"
"128","3087160","US DD1759","419","","2026-04-09","559","","","","","","","",""
"128","3087160","US DD1759","420","","2026-04-10","525","","","","","","","",""
"1301","","US DD1760","","","2026-04-09","","","","","","","","",""
"1301","","US DD1760","","","2026-04-10","","","","","","","","",""
"146","3087034","US DD1761","14","53.6","2026-04-09","515","6.63","0.47","0","1","1.03","","1","2.43"
"146","3087034","US DD1761","15","45.4","2026-04-10","393","13.26","4.26","0","2","1.02","","0","-5.73"
"58","3086115","US DD1766","375","62.6","2026-04-09","525","15.65","0.24","0","3","1.31","135","0","-6.61"
"58","3086115","US DD1766","376","60.2","2026-04-10","452","13.15","0.16","0","3","1.36","","5","-8.16"
"59","3087697","US DD1767","388","9.7","2026-04-09","392","2.56","0.98","0","1","2.26","","0","-13.23"
"59","3087697","US DD1767","389","6.4","2026-04-10","386","2.56","3.09","1","0","2.30","","0","-14.77"
"37","3087451","US DD1768","359","48.3","2026-04-09","485","15.80","0.21","0","3","1.63","","4","-9.70"
"37","3087451","US DD1768","360","47.8","2026-04-10","438","10.86","0.44","0","2","1.65","","6","-8.82"
"164","3542845","US DD1769","8","86.0","2026-04-09","318","9.35","0.17","0","3","1.03","87","1","3.31"
"164","3542845","US DD1769","9","89.5","2026-04-10","266","15.54","0.25","0","4","1.27","66","1","3.75"
"89","3087349","US DD1763","314","63.9","2026-04-09","468","11.67","1.25","0","2","1.32","110","1","-11.46"
"89","3087349","US DD1763","315","67.2","2026-04-10","479","15.83","0.21","0","3","1.33","110","4","-6.83"
"1304","","US DD1773","","","2026-04-09","","","","","","","","",""
"1304","","US DD1773","","","2026-04-10","","","","","","","","",""
"1305","","US DD1774","","","2026-04-09","","","","","","","","",""
"1305","","US DD1774","","","2026-04-10","","","","","","","","",""
"117","3087338","US DD1775","16","45.0","2026-04-09","387","12.06","0.20","1","3","1.13","","2","7.05"
"117","3087338","US DD1775","17","46.3","2026-04-10","378","10.30","0.19","1","2","1.05","","4","4.85"
"1307","","US DD1776","","","2026-04-09","","","","","","","","",""
"1307","","US DD1776","","","2026-04-10","","","","","","","","",""
"1308","","US DD1777","","","2026-04-09","","","","","","","","",""
"1308","","US DD1777","","","2026-04-10","","","","","","","","",""
"1309","","US DD1778","","","2026-04-09","","","","","","","","",""
"1309","","US DD1778","","","2026-04-10","","","","","","","","",""
"1310","","US DD1780","","","2026-04-09","","","","","","","","",""
"1310","","US DD1780","","","2026-04-10","","","","","","","","",""
"1311","","US DD1781","","","2026-04-09","","","","","","","","",""
"1311","","US DD1781","","","2026-04-10","","","","","","","","",""
"1312","","US DD1785","","","2026-04-09","","","","","","","","",""
"1312","","US DD1785","","","2026-04-10","","","","","","","","",""
"1313","","US DD1786","","","2026-04-09","","","","","","","","",""
"1313","","US DD1786","","","2026-04-10","","","","","","","","",""
"1314","","US DD1787","","","2026-04-09","","","","","","","","",""
"1314","","US DD1787","","","2026-04-10","","","","","","","","",""
"215","6641856","US 1788","29","76.9","2026-04-09","467","14.25","0.29","0","5","1.06","","9","-2.43"
"215","6641856","US 1788","30","71.9","2026-04-10","406","16.16","0.27","0","5","1.01","","13","-5.29"
"1316","","US DD1789","","","2026-04-09","","","","","","","","",""
"1316","","US DD1789","","","2026-04-10","","","","","","","","",""
"1317","","US 1789","","","2026-04-09","","","","","","","","",""
"1317","","US 1789","","","2026-04-10","","","","","","","","",""
"1318","","US 1790","","","2026-04-09","","","","","","","","",""
"1318","","US 1790","","","2026-04-10","","","","","","","","",""
"1319","","US DD1791","","","2026-04-09","","","","","","","","",""
"1319","","US DD1791","","","2026-04-10","","","","","","","","",""
"238","6634733","US DD1798","214","64.8","2026-04-09","411","15.77","0.39","0","4","1.33","","7","-7.05"
"238","6634733","US DD1798","215","61.9","2026-04-10","358","15.36","0.38","0","4","1.31","58","12","-8.82"
"232","6632637","US DD1792","158","89.1","2026-04-09","296","22.26","0.42","0","4","1.37","44","2","-15.43"
"232","6632637","US DD1792","159","71.9","2026-04-10","439","17.56","0.32","0","3","1.23","","1","-29.76"
"243","6633246","US DD1803","115","82.5","2026-04-09","349","13.33","0.30","0","3","1.17","32","1","-24.03"
"243","6633246","US DD1803","116","79.8","2026-04-10","363","16.37","0.26","0","3","1.23","67","0","-24.69"
"239","6641905","US DD1799","51","119.9","2026-04-09","471","15.18","0.35","0","3","1.10","419","6","-12.57"
"239","6641905","US DD1799","52","110.7","2026-04-10","484","23.87","0.49","0","5","1.13","2832","2","-20.50"
"235","6633202","US DD1795","204","88.8","2026-04-09","432","17.21","0.29","0","4","1.37","","3","-19.18"
"235","6633202","US DD1795","205","85.8","2026-04-10","489","20.95","0.39","0","5","1.24","","0","-20.06"
"240","6633288","US DD1800","356","21.2","2026-04-09","457","8.40","1.02","0","2","1.55","","4","-2.65"
"240","6633288","US DD1800","357","22.7","2026-04-10","367","10.93","0.16","0","3","1.58","","3","-0.88"
"241","6634711","US DD1801","397","42.1","2026-04-09","437","12.56","0.18","0","3","1.53","","2","-5.07"
"241","6634711","US DD1801","398","40.8","2026-04-10","404","11.15","0.45","0","2","1.55","","1","-5.51"
"237","6635029","US DD1797","384","","2026-04-09","472","","","","","","","",""
"237","6635029","US DD1797","385","","2026-04-10","424","","","","","","","",""
"1320","","US DD1804","","","2026-04-09","","","","","","","","",""
"1320","","US DD1804","","","2026-04-10","","","","","","","","",""
"233","6634664","US DD1793","325","61.1","2026-04-09","391","14.32","0.18","0","3","1.40","","5","-5.95"
"233","6634664","US DD1793","326","58.4","2026-04-10","271","16.65","0.23","0","3","1.40","","2","-7.50"
"1321","","US DD1805","","","2026-04-09","","","","","","","","",""
"1321","","US DD1805","","","2026-04-10","","","","","","","","",""
"1322","","US DD1806","","","2026-04-09","","","","","","","","",""
"1322","","US DD1806","","","2026-04-10","","","","","","","","",""
"244","6632803","US DD1810","226","69.7","2026-04-09","400","17.98","0.27","1","3","1.26","136","4","-4.19"
"244","6632803","US DD1810","227","69.4","2026-04-10","384","16.37","0.17","1","2","1.23","136","2","-3.53"
"245","6634963","US DD1811","173","0.0","2026-04-09","337","","","0","0","","","2","0.00"
"245","6634963","US DD1811","174","0.0","2026-04-10","371","","","0","0","","","1","0.00"
"1323","3543443","US DD1812","","","2026-04-09","375","","","","","","","",""
"1323","3543443","US DD1812","","","2026-04-10","334","","","","","","","",""
"1324","","US DD1813","","","2026-04-09","","","","","","","","",""
"1324","","US DD1813","","","2026-04-10","","","","","","","","",""
"1325","","US 1815","","","2026-04-09","","","","","","","","",""
"1325","","US 1815","","","2026-04-10","","","","","","","","",""
"248","6635044","US DD1816","329","75.6","2026-04-09","378","15.77","0.21","0","3","1.20","1416","6","-4.41"
"248","6635044","US DD1816","330","67.5","2026-04-10","397","16.96","0.26","0","3","1.20","1422","0","-11.02"
"253","6634702","US DD1821","468","49.4","2026-04-09","321","13.05","0.15","0","3","1.22","","16","-6.61"
"253","6634702","US DD1821","469","50.3","2026-04-10","386","14.39","0.15","0","3","1.28","","19","-4.85"
"136","3087368","US DD1819","233","57.8","2026-04-09","461","17.28","0.28","0","3","1.33","","2","-9.48"
"136","3087368","US DD1819","234","52.5","2026-04-10","471","12.98","0.56","0","2","1.29","","0","-13.23"
"260","6634655","US DD1828","189","55.1","2026-04-09","514","13.33","2.64","0","2","1.30","","1","-2.87"
"260","6634655","US DD1828","190","55.3","2026-04-10","503","13.04","1.84","0","2","1.33","","0","-1.32"
"256","6634673","US DD1824","183","102.3","2026-04-09","521","17.62","0.36","0","4","1.40","36","4","-4.19"
"256","6634673","US DD1824","184","92.4","2026-04-10","441","18.33","0.34","0","4","1.40","36","2","-12.35"
"261","6634657","US DD1829","138","101.9","2026-04-09","494","19.17","0.31","0","4","1.26","100","3","-6.61"
"261","6634657","US DD1829","139","99.6","2026-04-10","429","18.45","0.32","0","4","1.20","73","0","-7.28"
"258","6641953","US DD1826","359","","2026-04-09","472","","","","","","","",""
"258","6641953","US DD1826","360","","2026-04-10","587","","","","","","","",""
"1326","","US DD1326","","","2026-04-09","","","","","","","","",""
"1326","","US DD1326","","","2026-04-10","","","","","","","","",""
"1327","","US DD1832","","","2026-04-09","","","","","","","","",""
"1327","","US DD1832","","","2026-04-10","","","","","","","","",""
"1328","","US DD1833","","","2026-04-09","","","","","","","","",""
"1328","","US DD1833","","","2026-04-10","","","","","","","","",""
"231","6635053","US DD1834","218","19.8","2026-04-09","414","8.99","0.53","0","2","1.24","","1","-2.65"
"231","6635053","US DD1834","219","22.9","2026-04-10","361","8.69","2.27","0","2","1.21","","0","1.32"
"221","6635124","US DD1836","208","72.1","2026-04-09","503","13.33","6.23","0","2","1.36","","0","-19.40"
"221","6635124","US DD1836","209","74.3","2026-04-10","574","6.67","4.12","0","1","1.37","","0","-15.21"
"1329","","US DD1835","","","2026-04-09","","","","","","","","",""
"1329","","US DD1835","","","2026-04-10","","","","","","","","",""
"1331","","US DD1841","","","2026-04-09","","","","","","","","",""
"1331","","US DD1841","","","2026-04-10","","","","","","","","",""
"1330","","US DD1840","","","2026-04-09","","","","","","","","",""
"1330","","US DD1840","","","2026-04-10","","","","","","","","",""
"1332","","US DD1842","","","2026-04-09","","","","","","","","",""
"1332","","US DD1842","","","2026-04-10","","","","","","","","",""
"787","3184144","US DD1846","228","35.7","2026-04-09","440","13.62","0.17","0","3","1.59","","3","-2.20"
"787","3184144","US DD1846","229","34.4","2026-04-10","373","10.02","0.14","0","2","1.54","","5","-3.09"
"1335","","US DD1848","","","2026-04-09","","","","","","","","",""
"1335","","US DD1848","","","2026-04-10","","","","","","","","",""
"1336","","US DD1849","","","2026-04-09","","","","","","","","",""
"1336","","US DD1849","","","2026-04-10","","","","","","","","",""
"1337","","US DD1851","","","2026-04-09","","","","","","","","",""
"1337","","US DD1851","","","2026-04-10","","","","","","","","",""
"1338","","US DD1852","","","2026-04-09","","","","","","","","",""
"1338","","US DD1852","","","2026-04-10","","","","","","","","",""
"1339","","US DD1853","","","2026-04-09","","","","","","","","",""
"1339","","US DD1853","","","2026-04-10","","","","","","","","",""
"1340","","US DD1855","","","2026-04-09","","","","","","","","",""
"1340","","US DD1855","","","2026-04-10","","","","","","","","",""
"1341","","US DD1856","","","2026-04-09","","","","","","","","",""
"1341","","US DD1856","","","2026-04-10","","","","","","","","",""
"1342","","US DD1858","","","2026-04-09","","","","","","","","",""
"1342","","US DD1858","","","2026-04-10","","","","","","","","",""
"1343","","US 1859","","","2026-04-09","","","","","","","","",""
"1343","","US 1859","","","2026-04-10","","","","","","","","",""
"1345","","US DD1861","","","2026-04-09","","","","","","","","",""
"1345","","US DD1861","","","2026-04-10","","","","","","","","",""
"1344","","US DD1860","","","2026-04-09","","","","","","","","",""
"1344","","US DD1860","","","2026-04-10","","","","","","","","",""
"1347","","US DD1863","","","2026-04-09","","","","","","","","",""
"1347","","US DD1863","","","2026-04-10","","","","","","","","",""
"1346","","US DD1862","","","2026-04-09","","","","","","","","",""
"1346","","US DD1862","","","2026-04-10","","","","","","","","",""
"1348","","US DD1864","","","2026-04-09","","","","","","","","",""
"1348","","US DD1864","","","2026-04-10","","","","","","","","",""
"1349","","US DD1865","","","2026-04-09","","","","","","","","",""
"1349","","US DD1865","","","2026-04-10","","","","","","","","",""
"1350","","US DD1866","","","2026-04-09","","","","","","","","",""
"1350","","US DD1866","","","2026-04-10","","","","","","","","",""
"1351","","US DD1867","","","2026-04-09","","","","","","","","",""
"1351","","US DD1867","","","2026-04-10","","","","","","","","",""
"1353","","US DD1869","","","2026-04-09","","","","","","","","",""
"1353","","US DD1869","","","2026-04-10","","","","","","","","",""
"1354","","US DD1870","","","2026-04-09","","","","","","","","",""
"1354","","US DD1870","","","2026-04-10","","","","","","","","",""
"270","6642008","US DD1871","150","96.1","2026-04-09","378","19.40","0.47","0","5","1.43","797","4","-13.45"
"270","6642008","US DD1871","151","93.5","2026-04-10","305","16.55","0.40","0","4","1.38","797","8","-14.33"
"1355","","US DD1872","","","2026-04-09","","","","","","","","",""
"1355","","US DD1872","","","2026-04-10","","","","","","","","",""
"1356","","US DD1873","","","2026-04-09","","","","","","","","",""
"1356","","US DD1873","","","2026-04-10","","","","","","","","",""
"1357","","US DD1874","","","2026-04-09","","","","","","","","",""
"1357","","US DD1874","","","2026-04-10","","","","","","","","",""
"1358","","US DD1875","","","2026-04-09","","","","","","","","",""
"1358","","US DD1875","","","2026-04-10","","","","","","","","",""
"1359","","US DD1876","","","2026-04-09","","","","","","","","",""
"1359","","US DD1876","","","2026-04-10","","","","","","","","",""
"1360","","US DD1877","","","2026-04-09","","","","","","","","",""
"1360","","US DD1877","","","2026-04-10","","","","","","","","",""
"1361","","US DD1878","","","2026-04-09","","","","","","","","",""
"1361","","US DD1878","","","2026-04-10","","","","","","","","",""
"1362","","US DD1879","","","2026-04-09","","","","","","","","",""
"1362","","US DD1879","","","2026-04-10","","","","","","","","",""
"1363","","US DD1880","","","2026-04-09","","","","","","","","",""
"1363","","US DD1880","","","2026-04-10","","","","","","","","",""
"1364","","US DD1882","","","2026-04-09","","","","","","","","",""
"1364","","US DD1882","","","2026-04-10","","","","","","","","",""
