"Animal Number","Animal Tag Id","Animal Life No. ","Lactation Days","Day Production","Date","Rumination Minutes","Intake Total","Rest Feed","Failures","Milkings","Fat/Protein Ratio","SCC Indication","Refusals","Day production Dev."
"57","3087322","DD1285","135","71.0","2026-04-09","324","14.67","0.27","0","3","1.35","","0","-9.70"
"57","3087322","DD1285","136","69.9","2026-04-10","387","19.19","0.34","0","4","1.23","","0","-9.26"
"132","3087361","DD1311","469","","2026-04-09","375","","","","","","","",""
"132","3087361","DD1311","470","","2026-04-10","422","","","","","","","",""
"173","3542711","DD1321","24","88.4","2026-04-09","468","18.15","0.39","0","4","1.23","2370","0","-12.35"
"173","3542711","DD1321","25","91.0","2026-04-10","538","16.96","0.33","0","3","1.11","2793","0","-5.29"
"63","3086272","DD1423","329","53.1","2026-04-09","406","11.79","0.26","2","2","1.44","456","0","-5.95"
"63","3086272","DD1423","330","50.9","2026-04-10","455","16.31","0.27","1","3","1.46","501","5","-7.28"
"29","3086671","DD1595","289","47.6","2026-04-09","340","10.48","0.14","0","2","1.10","27","1","-9.26"
"29","3086671","DD1595","290","48.1","2026-04-10","396","13.87","0.20","0","3","1.24","","1","-7.94"
"93","3086243","DD1425","337","67.2","2026-04-09","481","12.98","0.20","0","3","1.34","21","8","-8.60"
"93","3086243","DD1425","338","68.3","2026-04-10","462","16.01","0.24","0","4","1.35","69","5","-6.39"
"149","3087997","DD1416","329","52.2","2026-04-09","400","11.57","0.29","1","2","1.32","","3","-9.92"
"149","3087997","DD1416","330","54.7","2026-04-10","395","14.67","0.30","0","3","1.39","","3","-7.05"
"83","6641288","DD1426","212","83.1","2026-04-09","494","17.08","0.26","0","4","1.27","86","2","-10.80"
"83","6641288","DD1426","213","82.7","2026-04-10","476","16.49","0.28","0","4","1.35","86","9","-10.36"
"46","3351614","DD1415","233","74.1","2026-04-09","454","16.85","0.36","0","4","1.30","2314","3","-14.77"
"46","3351614","DD1415","234","82.5","2026-04-10","469","16.01","0.31","0","4","1.29","1285","1","-5.07"
"21","3087503","DD1420","286","76.9","2026-04-09","439","18.04","0.39","0","4","1.48","39","1","-7.72"
"21","3087503","DD1420","287","74.7","2026-04-10","482","16.31","0.32","0","4","1.45","97","4","-8.60"
"190","3353629","US DD1432","206","58.0","2026-04-09","461","12.98","0.25","0","3","1.39","93","4","-5.29"
"190","3353629","US DD1432","207","55.6","2026-04-10","471","17.02","0.31","0","4","1.45","93","6","-7.05"
"92","3087516","DD1433","186","83.3","2026-04-09","339","20.36","0.31","0","4","1.19","828","2","-9.04"
"92","3087516","DD1433","187","72.3","2026-04-10","311","14.70","0.27","0","3","1.17","828","1","-17.86"
"78","3087494","DD1435","72","84.2","2026-04-09","295","16.61","0.27","0","3","1.15","2571","3","-14.55"
"78","3087494","DD1435","73","81.1","2026-04-10","414","16.19","0.26","0","3","1.13","2571","0","-16.75"
"103","3087255","DD1438","24","101.2","2026-04-09","502","19.70","0.45","0","5","1.29","188","0","-16.98"
"103","3087255","DD1438","25","106.0","2026-04-10","532","22.02","0.50","0","5","1.23","188","0","-7.50"
"62","3087292","US DD1627","194","86.9","2026-04-09","529","18.51","0.45","0","5","1.30","11","18","-9.92"
"62","3087292","US DD1627","195","83.3","2026-04-10","426","14.76","0.46","0","4","1.34","11","44","-11.90"
"211","6641911","DD1440","345","70.3","2026-04-09","381","16.79","0.30","0","4","1.40","","8","-20.06"
"211","6641911","DD1440","346","74.1","2026-04-10","377","14.96","0.24","0","3","1.38","","3","-14.77"
"271","6642304","DD1441","159","64.4","2026-04-09","345","14.46","0.27","0","3","1.44","94","0","-7.28"
"271","6642304","DD1441","160","60.8","2026-04-10","365","10.30","0.18","0","2","1.41","94","0","-9.92"
"115","3087667","DD1442","6","62.4","2026-04-09","336","8.87","0.17","0","3","1.02","44","3","-0.44"
"115","3087667","DD1442","7","62.4","2026-04-10","423","10.12","0.15","0","4","1.08","45","5","6.83"
"123","3086581","DD1443","312","46.3","2026-04-09","473","13.33","0.35","0","2","1.53","","2","-3.97"
"123","3086581","DD1443","313","42.8","2026-04-10","444","12.84","0.59","0","2","1.53","","1","-6.39"
"1063","","DD1444","","","2026-04-09","","","","","","","","",""
"1063","","DD1444","","","2026-04-10","","","","","","","","",""
"139","3087241","DD1445","242","46.7","2026-04-09","345","11.22","3.02","0","2","1.27","","3","-15.21"
"139","3087241","DD1445","243","48.3","2026-04-10","393","14.81","0.17","0","3","1.20","","2","-12.57"
"268","6641401","DD1446","300","69.4","2026-04-09","463","15.42","0.29","0","4","1.18","60","19","-13.01"
"268","6641401","DD1446","301","70.8","2026-04-10","355","14.64","0.26","0","4","1.22","52","24","-10.14"
"71","3087258","DD1447","371","79.6","2026-04-09","389","17.26","0.41","0","5","1.49","63","28","-16.98"
"71","3087258","DD1447","372","81.8","2026-04-10","446","17.80","0.35","0","5","1.45","56","8","-13.01"
"6","3087355","DD1449","325","82.7","2026-04-09","382","20.36","0.45","0","5","1.32","30","9","-14.55"
"6","3087355","DD1449","326","84.7","2026-04-10","408","14.11","0.23","0","3","1.31","28","6","-11.24"
"56","3086452","DD1453","228","40.8","2026-04-09","308","11.90","2.68","0","2","1.58","","0","-13.89"
"56","3086452","DD1453","229","43.2","2026-04-10","390","11.25","3.15","0","2","1.52","","0","-10.36"
"222","6632589","DD1455","237","70.8","2026-04-09","363","14.23","0.26","0","3","1.50","399","0","-19.40"
"222","6632589","DD1455","238","63.9","2026-04-10","359","20.48","0.36","0","4","1.46","399","0","-23.59"
"73","3542905","DD1328","198","69.0","2026-04-09","406","13.87","0.21","0","3","1.28","916","2","-8.60"
"73","3542905","DD1328","199","61.5","2026-04-10","365","16.01","0.21","0","3","1.36","916","0","-14.33"
"1081","","DD1459","","","2026-04-09","","","","","","","","",""
"1081","","DD1459","","","2026-04-10","","","","","","","","",""
"14","3087979","DD1332","202","66.6","2026-04-09","498","16.55","0.37","0","4","1.23","36","2","-10.80"
"14","3087979","DD1332","203","66.1","2026-04-10","486","13.45","0.26","0","3","1.17","33","0","-9.70"
"118","3087755","US DD1456","331","76.3","2026-04-09","337","20.06","0.41","1","4","1.36","70","0","-18.30"
"118","3087755","US DD1456","332","71.4","2026-04-10","346","14.70","0.25","0","3","1.42","64","1","-21.83"
"45","3086129","DD1462","334","","2026-04-09","446","","","","","","","",""
"45","3086129","DD1462","335","","2026-04-10","328","","","","","","","",""
"269","6642024","DD1463","2","44.1","2026-04-09","34","6.25","0.16","0","4","1.30","","10","-2.43"
"269","6642024","DD1463","3","43.9","2026-04-10","0","6.25","0.08","0","3","1.38","","5","-0.22"
"143","3183515","DD1467","238","80.2","2026-04-09","473","15.65","0.28","0","3","1.46","77","7","-7.28"
"143","3183515","DD1467","239","77.2","2026-04-10","447","16.96","0.30","0","4","1.48","77","6","-9.48"
"199","6633146","DD1470","206","95.0","2026-04-09","383","24.11","0.35","0","5","1.19","133","1","-11.02"
"199","6633146","DD1470","207","92.4","2026-04-10","364","13.99","0.20","0","3","1.21","133","0","-11.68"
"23","3087231","DD1471","366","47.6","2026-04-09","491","15.45","0.22","0","3","1.47","","9","-17.64"
"23","3087231","DD1471","367","43.2","2026-04-10","459","13.05","1.34","0","2","1.47","","1","-19.84"
"69","3087141","DD1473","322","75.2","2026-04-09","367","16.25","0.31","0","4","1.27","28","17","-20.94"
"69","3087141","DD1473","323","78.5","2026-04-10","468","19.11","0.30","0","4","1.29","26","0","-15.87"
"127","3086217","DD1474","204","56.7","2026-04-09","349","12.68","0.45","0","2","1.26","210","0","-3.31"
"127","3086217","DD1474","205","51.8","2026-04-10","373","12.26","1.67","0","2","1.27","236","0","-7.72"
"94","3087594","DD1476","195","67.0","2026-04-09","451","15.12","1.99","0","3","1.17","201","2","-6.83"
"94","3087594","DD1476","196","69.7","2026-04-10","483","13.81","0.24","0","3","1.20","201","1","-3.53"
"26","3087118","DD1478","244","66.4","2026-04-09","353","18.87","0.28","0","4","1.45","33","5","-37.04"
"26","3087118","DD1478","245","67.5","2026-04-10","449","20.18","0.34","0","4","1.44","21","0","-33.95"
"108","3542732","DD1479","236","82.5","2026-04-09","359","16.55","0.25","0","3","1.41","66","2","-12.79"
"108","3542732","DD1479","237","82.7","2026-04-10","374","17.56","0.23","0","3","1.42","66","4","-11.24"
"202","3087167","DD1480","103","72.8","2026-04-09","247","15.42","0.22","0","3","1.44","83","0","-13.67"
"202","3087167","DD1480","104","78.7","2026-04-10","315","18.45","0.34","0","4","1.34","83","4","-6.17"
"162","5926949","DD1482","207","69.2","2026-04-09","364","16.96","0.32","0","4","1.24","18","3","-8.38"
"162","5926949","DD1482","208","49.2","2026-04-10","409","12.92","0.25","0","3","1.22","26","1","-25.79"
"152","3353711","DD1484","87","86.4","2026-04-09","362","15.59","0.32","0","3","1.68","","0","-16.53"
"152","3353711","DD1484","88","84.0","2026-04-10","421","23.14","0.38","0","4","1.60","","0","-17.42"
"1108","","DD1485","","","2026-04-09","","","","","","","","",""
"1108","","DD1485","","","2026-04-10","","","","","","","","",""
"124","3087250","DD1486","220","65.5","2026-04-09","207","17.80","0.26","0","4","1.47","33","5","-10.14"
"124","3087250","DD1486","221","62.8","2026-04-10","317","12.08","0.13","0","2","1.47","29","1","-11.02"
"98","3087882","DD1487","113","99.4","2026-04-09","378","16.85","0.28","0","3","1.25","10","0","-19.62"
"98","3087882","DD1487","114","88.4","2026-04-10","399","17.38","3.40","0","3","1.27","9","0","-27.56"
"49","3086283","DD1488","366","","2026-04-09","501","","","","","","","",""
"49","3086283","DD1488","367","","2026-04-10","520","","","","","","","",""
"31","3087281","DD1394","107","73.9","2026-04-09","294","17.98","0.32","1","4","1.09","162","1","-14.99"
"31","3087281","DD1394","108","72.3","2026-04-10","373","17.80","0.34","0","4","1.17","","0","-15.43"
"142","3086184","DD1376","535","","2026-04-09","567","","","","","","","",""
"142","3086184","DD1376","536","","2026-04-10","565","","","","","","","",""
"97","3088051","DD1373","480","0.0","2026-04-09","423","","","0","0","","","5","0.00"
"97","3088051","DD1373","481","0.0","2026-04-10","363","","","0","0","","","2","0.00"
"40","3087510","DD1397","137","75.8","2026-04-09","360","18.45","0.35","0","4","1.16","204","3","-16.53"
"40","3087510","DD1397","138","72.8","2026-04-10","413","15.77","0.23","0","3","1.22","183","0","-17.42"
"116","3086998","DD1407","376","","2026-04-09","539","","","","","","","",""
"116","3086998","DD1407","377","","2026-04-10","351","","","","","","","",""
"35","3087215","DD1400","381","","2026-04-09","632","","","","","","","",""
"35","3087215","DD1400","382","","2026-04-10","548","","","","","","","",""
"133","3087396","DD1374","230","43.9","2026-04-09","580","12.92","2.28","0","2","1.22","852","2","-25.13"
"133","3087396","DD1374","231","48.9","2026-04-10","379","11.85","0.20","0","3","1.50","3369","8","-18.08"
"28","3087460","DD1380","158","52.5","2026-04-09","474","13.27","0.16","0","3","1.33","51","0","-6.83"
"28","3087460","DD1380","159","51.4","2026-04-10","356","14.05","0.19","0","3","1.38","48","4","-7.28"
"91","3087334","US DD1396","456","52.9","2026-04-09","303","12.32","0.22","0","3","1.48","97","47","-8.38"
"91","3087334","US DD1396","457","51.4","2026-04-10","343","13.27","0.21","0","3","1.47","33","50","-8.82"
"151","3086706","DD1489","","","2026-04-09","507","","","","","","","",""
"151","3086706","DD1489","","","2026-04-10","395","","","","","","","",""
"24","3086116","DD1490","125","72.8","2026-04-09","381","16.79","0.26","0","3","1.23","97","1","-18.30"
"24","3086116","DD1490","126","65.9","2026-04-10","402","18.39","0.31","0","4","1.25","97","0","-22.93"
"95","3086498","DD1493","281","57.3","2026-04-09","425","14.64","0.26","0","3","1.63","","5","-10.36"
"95","3086498","DD1493","282","55.6","2026-04-10","408","15.12","0.21","0","3","1.59","237","4","-10.36"
"32","3087545","DD1494","108","97.4","2026-04-09","440","16.85","0.40","0","4","1.19","10","8","-11.68"
"32","3087545","DD1494","109","96.1","2026-04-10","470","20.06","0.41","0","5","1.18","15","10","-11.24"
"47","3087308","DD1495","47","129.0","2026-04-09","507","20.12","0.60","0","5","0.99","34","58","-12.13"
"47","3087308","DD1495","48","125.4","2026-04-10","438","21.43","0.62","0","5","1.06","26","57","-14.55"
"234","6635136","DD1496","198","81.6","2026-04-09","468","17.32","0.34","0","5","1.21","43","14","-7.05"
"234","6635136","DD1496","199","75.4","2026-04-10","558","17.62","0.31","0","4","1.16","45","3","-12.13"
"250","6635110","DD1500","246","47.2","2026-04-09","496","11.50","0.16","0","2","1.39","","2","-7.72"
"250","6635110","DD1500","247","45.6","2026-04-10","386","11.78","0.18","0","2","1.42","","1","-8.60"
"72","3087950","DD1501","57","87.1","2026-04-09","305","16.25","0.34","0","4","1.06","22","3","-2.65"
"72","3087950","DD1501","58","87.7","2026-04-10","331","15.71","0.25","0","3","1.01","","0","-1.76"
"125","3087179","DD1502","347","36.6","2026-04-09","378","11.01","2.05","0","2","1.36","","2","-4.19"
"125","3087179","DD1502","348","35.1","2026-04-10","423","10.37","0.99","0","2","1.35","","0","-4.85"
"50","3086511","DD1503","267","58.4","2026-04-09","490","12.28","0.16","0","3","1.36","","4","-7.94"
"50","3086511","DD1503","268","55.6","2026-04-10","420","13.83","0.16","0","3","1.34","","5","-9.70"
"77","3086851","DD1365","49","67.0","2026-04-09","483","13.63","0.20","0","3","1.66","","1","4.19"
"77","3086851","DD1365","50","64.4","2026-04-10","497","16.01","0.25","0","3","1.49","","2","0.88"
"172","3351267","DD1505","245","39.9","2026-04-09","371","11.78","0.76","0","2","1.33","","6","-23.15"
"172","3351267","DD1505","246","39.5","2026-04-10","415","16.01","0.77","0","3","1.40","","2","-21.16"
"220","6633304","DD1506","419","","2026-04-09","457","","","","","","","",""
"220","6633304","DD1506","420","","2026-04-10","483","","","","","","","",""
"213","6635043","DD1507","267","63.5","2026-04-09","429","17.78","0.38","0","4","1.35","","5","-7.50"
"213","6635043","DD1507","268","62.6","2026-04-10","460","14.18","0.22","0","3","1.34","","8","-7.50"
"53","3086247","DD1508","273","80.7","2026-04-09","432","15.00","0.20","0","3","1.19","18","1","-3.09"
"53","3086247","DD1508","274","80.2","2026-04-10","432","16.07","0.27","0","4","1.20","20","5","-2.87"
"55","3183487","DD1510","281","39.9","2026-04-09","300","8.40","0.12","0","2","1.37","","5","-2.65"
"55","3183487","DD1510","282","38.1","2026-04-10","293","15.10","0.21","0","3","1.33","","0","-3.75"
"214","6635135","DD1511","299","54.2","2026-04-09","371","13.05","0.17","0","3","1.33","","10","-14.11"
"214","6635135","DD1511","300","54.0","2026-04-10","427","14.25","0.17","0","3","1.36","","4","-12.79"
"1141","","DD1512","","","2026-04-09","","","","","","","","",""
"1141","","DD1512","","","2026-04-10","","","","","","","","",""
"183","3087417","DD1513","269","72.3","2026-04-09","420","15.87","0.31","0","4","1.42","","9","-13.23"
"183","3087417","DD1513","270","67.7","2026-04-10","422","17.43","0.32","0","4","1.35","","3","-16.09"
"41","3087391","DD1514","277","72.5","2026-04-09","430","16.08","0.22","0","3","1.30","","1","-7.05"
"41","3087391","DD1514","278","64.6","2026-04-10","420","15.80","0.23","0","3","1.33","","1","-13.67"
"808","3087269","DD1521","238","55.6","2026-04-09","332","18.48","0.25","0","4","1.39","","5","-12.35"
"808","3087269","DD1521","239","52.9","2026-04-10","344","10.72","0.13","0","2","1.36","","1","-13.45"
"87","3087609","DD1522","298","52.9","2026-04-09","395","5.01","0.21","0","2","1.72","","18","-23.59"
"87","3087609","DD1522","299","52.0","2026-04-10","426","5.01","0.20","0","2","1.75","","8","-20.94"
"82","3087220","DD1523","283","23.1","2026-04-09","498","6.00","6.74","0","1","1.45","","0","-16.31"
"82","3087220","DD1523","284","24.9","2026-04-10","408","5.93","7.84","0","1","1.39","","0","-14.11"
"803","5927959","DD1524","258","57.5","2026-04-09","449","6.70","2.19","0","1","1.22","","0","-1.76"
"803","5927959","DD1524","259","50.5","2026-04-10","507","12.98","1.98","0","2","1.20","","0","-7.72"
"140","3352078","DD1525","255","49.6","2026-04-09","346","10.58","0.12","0","2","1.36","","14","-5.51"
"140","3352078","DD1525","256","47.8","2026-04-10","298","17.92","0.23","0","4","1.40","","29","-6.61"
"158","3087680","DD1528","271","49.6","2026-04-09","329","13.26","0.18","0","3","1.23","","16","-16.98"
"158","3087680","DD1528","272","49.6","2026-04-10","357","14.53","0.17","0","3","1.30","","8","-15.21"
"1157","","DD1529","","","2026-04-09","","","","","","","","",""
"1157","","DD1529","","","2026-04-10","","","","","","","","",""
"206","3543433","DD1530","258","48.9","2026-04-09","391","11.19","1.56","0","2","1.52","71","2","-5.95"
"206","3543433","DD1530","259","46.5","2026-04-10","436","14.11","0.23","2","1","1.58","","2","-7.28"
"1162","","DD1533","","","2026-04-09","","","","","","","","",""
"1162","","DD1533","","","2026-04-10","","","","","","","","",""
"804","3087379","US DD1393","411","32.0","2026-04-09","490","10.95","0.14","0","3","1.16","23","2","-5.51"
"804","3087379","US DD1393","412","30.2","2026-04-10","525","10.18","0.11","0","3","1.13","54","12","-6.39"
"48","3087565","DD1534","242","53.8","2026-04-09","350","13.97","0.21","0","3","1.33","","16","-7.94"
"48","3087565","DD1534","243","52.2","2026-04-10","353","13.76","0.21","0","3","1.32","","8","-8.60"
"148","3087735","DD1535","282","63.5","2026-04-09","315","15.60","0.25","0","3","1.32","105","2","-8.60"
"148","3087735","DD1535","283","61.1","2026-04-10","382","13.51","0.22","0","3","1.32","","5","-9.48"
"262","6634652","DD1537","287","50.5","2026-04-09","314","14.60","0.24","0","3","1.36","","6","-5.51"
"262","6634652","DD1537","288","49.6","2026-04-10","323","11.78","0.33","0","2","1.35","","2","-6.39"
"1169","","DD1539","","","2026-04-09","","","","","","","","",""
"1169","","DD1539","","","2026-04-10","","","","","","","","",""
"134","3087229","DD1540","159","61.1","2026-04-09","325","13.21","0.36","0","3","1.20","6","4","-3.97"
"134","3087229","DD1540","160","57.1","2026-04-10","342","16.31","0.42","0","4","1.24","4","8","-7.05"
"7","3087274","DD1542","274","45.9","2026-04-09","468","11.57","0.13","0","2","1.71","","2","-6.83"
"7","3087274","DD1542","275","44.8","2026-04-10","452","11.71","2.06","0","2","1.76","","1","-7.05"
"207","3086128","DD1543","261","58.6","2026-04-09","483","14.89","0.20","0","3","1.24","","3","-11.02"
"207","3086128","DD1543","262","56.2","2026-04-10","517","13.97","0.18","0","3","1.24","","6","-12.13"
"1174","","DD1544","","","2026-04-09","","","","","","","","",""
"1174","","DD1544","","","2026-04-10","","","","","","","","",""
"15","3087121","DD1546","282","47.0","2026-04-09","321","14.39","0.22","0","3","1.41","","2","-7.50"
"15","3087121","DD1546","283","44.1","2026-04-10","349","12.91","0.18","0","3","1.44","","4","-9.04"
"135","3086678","DD1547","452","","2026-04-09","397","","","","","","","",""
"135","3086678","DD1547","453","","2026-04-10","371","","","","","","","",""
"159","3087807","DD1548","295","68.1","2026-04-09","356","16.30","0.28","0","4","1.44","","8","-13.23"
"159","3087807","DD1548","296","67.2","2026-04-10","420","11.64","0.19","0","3","1.46","","7","-13.01"
"61","3086148","DD1550","262","48.1","2026-04-09","326","14.39","0.19","0","3","1.44","","19","-8.82"
"61","3086148","DD1550","263","45.9","2026-04-10","438","14.25","0.19","0","3","1.45","","5","-9.92"
"155","3086104","DD1551","292","44.3","2026-04-09","348","13.40","0.19","0","3","1.18","","21","-10.36"
"155","3086104","DD1551","293","42.5","2026-04-10","275","13.26","0.20","0","3","1.21","","38","-11.02"
"1183","","DD1553","","","2026-04-09","","","","","","","","",""
"1183","","DD1553","","","2026-04-10","","","","","","","","",""
"1184","","US DD1554","","","2026-04-09","","","","","","","","",""
"1184","","US DD1554","","","2026-04-10","","","","","","","","",""
"106","3087159","US DD1556","","","2026-04-09","191","","","","","","","",""
"106","3087159","US DD1556","","","2026-04-10","127","","","","","","","",""
"20","3086114","DD1558","149","50.5","2026-04-09","395","14.25","0.24","0","3","1.21","","2","-2.20"
"20","3086114","DD1558","150","49.4","2026-04-10","360","10.23","0.14","0","2","1.26","","2","-2.87"
"74","3087864","US DD1559","262","54.0","2026-04-09","497","14.04","0.15","0","3","1.36","","15","-4.19"
"74","3087864","US DD1559","263","48.3","2026-04-10","280","14.96","0.16","0","3","1.34","","22","-8.82"
"264","6633230","US DD1560","275","46.1","2026-04-09","422","11.36","0.60","0","2","1.41","","0","-5.73"
"264","6633230","US DD1560","276","42.5","2026-04-10","420","11.85","0.92","0","2","1.41","","3","-8.16"
"165","5925519","US DD1563","287","56.0","2026-04-09","507","12.63","0.18","0","3","1.29","","3","1.10"
"165","5925519","US DD1563","288","50.3","2026-04-10","445","13.69","0.15","0","3","1.28","","3","-3.53"
"186","3087125","US DD1564","249","67.0","2026-04-09","492","14.96","0.25","0","4","1.30","","3","-11.02"
"186","3087125","US DD1564","250","64.6","2026-04-10","590","15.38","0.26","0","4","1.35","","5","-11.90"
"84","3086109","US DD1565","253","72.1","2026-04-09","379","15.38","0.32","0","4","1.19","","12","-24.03"
"84","3086109","US DD1565","254","75.4","2026-04-10","423","18.48","0.28","0","4","1.16","","3","-18.52"
"25","3087364","US DD1567","280","21.6","2026-04-09","202","9.45","0.11","0","2","1.88","","3","-13.23"
"25","3087364","US DD1567","281","24.5","2026-04-10","354","9.88","0.12","0","2","1.86","","1","-8.82"
"168","3183540","US DD1568","256","73.6","2026-04-09","396","18.69","0.34","0","4","1.22","15","2","-15.65"
"168","3183540","US DD1568","257","73.9","2026-04-10","386","18.15","0.36","0","4","1.19","76","2","-14.33"
"1200","","US DD1569","","","2026-04-09","","","","","","","","",""
"1200","","US DD1569","","","2026-04-10","","","","","","","","",""
"1201","","US DD1570","","","2026-04-09","","","","","","","","",""
"1201","","US DD1570","","","2026-04-10","","","","","","","","",""
"10","3086174","US DD1571","268","51.8","2026-04-09","456","8.25","0.11","0","2","1.40","","4","-13.89"
"10","3086174","US DD1571","269","50.5","2026-04-10","435","8.54","0.31","0","2","1.40","","19","-13.23"
"345","3184368","US DD1572","16","33.5","2026-04-09","450","12.20","0.36","7","1","1.02","","12","-16.09"
"345","3184368","US DD1572","17","26.0","2026-04-10","456","11.36","0.43","13","0","1.18","","0","-19.62"
"263","6634659","US DD1573","153","33.7","2026-04-09","333","9.74","0.22","0","2","1.32","","3","-3.97"
"263","6634659","US DD1573","154","32.0","2026-04-10","293","13.05","0.24","0","3","1.29","","0","-5.07"
"99","3352005","US DD1585","245","52.2","2026-04-09","420","11.36","0.13","0","2","1.40","","4","-8.16"
"99","3352005","US DD1585","246","49.4","2026-04-10","409","14.81","0.17","0","3","1.44","","2","-10.36"
"185","3087303","US DD1586","241","54.9","2026-04-09","443","13.62","0.17","0","3","1.35","","4","-5.29"
"185","3087303","US DD1586","242","51.4","2026-04-10","414","13.69","0.21","0","3","1.21","","13","-7.72"
"1219","","US DD1589","","","2026-04-09","","","","","","","","",""
"1219","","US DD1589","","","2026-04-10","","","","","","","","",""
"1220","","US DD1590","","","2026-04-09","","","","","","","","",""
"1220","","US DD1590","","","2026-04-10","","","","","","","","",""
"1222","","US DD1600","","","2026-04-09","","","","","","","","",""
"1222","","US DD1600","","","2026-04-10","","","","","","","","",""
"1223","","US DD1601","","","2026-04-09","","","","","","","","",""
"1223","","US DD1601","","","2026-04-10","","","","","","","","",""
"90","3087156","DD1599","9","49.6","2026-04-09","467","10.58","0.13","0","3","1.07","","3","13.67"
"90","3087156","DD1599","10","52.2","2026-04-10","414","12.42","0.18","0","4","1.02","","6","11.68"
"13","3086569","US DD1602","218","56.2","2026-04-09","403","11.01","0.18","0","2","1.24","836","3","-5.95"
"13","3086569","US DD1602","219","50.7","2026-04-10","392","13.93","0.22","0","3","1.25","836","3","-10.14"
"255","6635055","US DD1603","141","64.4","2026-04-09","472","15.24","0.19","0","3","1.15","","10","-5.07"
"255","6635055","US DD1603","142","59.5","2026-04-10","403","14.96","0.19","0","3","1.24","","9","-9.04"
"147","3086154","US DD1604","615","34.6","2026-04-09","478","9.94","0.15","0","2","1.08","","1","-3.75"
"147","3086154","US DD1604","616","32.2","2026-04-10","433","10.36","0.95","0","2","1.12","","2","-5.73"
"1226","","US DD1605","","","2026-04-09","","","","","","","","",""
"1226","","US DD1605","","","2026-04-10","","","","","","","","",""
"156","3085889","US DD1607","236","73.4","2026-04-09","384","15.83","0.21","0","3","1.21","212","2","-9.92"
"156","3085889","US DD1607","237","74.1","2026-04-10","373","13.45","0.30","0","3","1.27","212","8","-8.38"
