"Animal Number","Animal Tag Id","Animal Life No. ","Lactation Days","Day Production","Date","Rumination Minutes","Intake Total","Rest Feed","Failures","Milkings","Fat/Protein Ratio","SCC Indication","Refusals","Day production Dev."
"AVG","","","","62.0","","","","","","","","","",""
"SUM","","","","","","","","","","","","","",""
"1386","","US DD1904","","","2026-04-14","","","","","","","","",""
"1387","","US DD1905","","","2026-04-13","","","","","","","","",""
"1387","","US DD1905","","","2026-04-14","","","","","","","","",""
"1388","","US DD1906","","","2026-04-13","","","","","","","","",""
"1388","","US DD1906","","","2026-04-14","","","","","","","","",""
"1389","","US DD907","","","2026-04-13","","","","","","","","",""
"1389","","US DD907","","","2026-04-14","","","","","","","","",""
"1390","","US DD1908","","","2026-04-13","","","","","","","","",""
"1390","","US DD1908","","","2026-04-14","","","","","","","","",""
"1391","","US DD1909","","","2026-04-13","","","","","","","","",""
"1391","","US DD1909","","","2026-04-14","","","","","","","","",""
"1392","","US DD1910","","","2026-04-13","","","","","","","","",""
"1392","","US DD1910","","","2026-04-14","","","","","","","","",""
"1393","","US DD1911","","","2026-04-13","","","","","","","","",""
"1393","","US DD1911","","","2026-04-14","","","","","","","","",""
"1394","","US DD1912","","","2026-04-13","","","","","","","","",""
"1394","","US DD1912","","","2026-04-14","","","","","","","","",""
"1395","","US DD1913","","","2026-04-13","","","","","","","","",""
"1395","","US DD1913","","","2026-04-14","","","","","","","","",""
"1396","","US 1914","","","2026-04-13","","","","","","","","",""
"1396","","US 1914","","","2026-04-14","","","","","","","","",""
"1397","","US DD1915","","","2026-04-13","","","","","","","","",""
"1397","","US DD1915","","","2026-04-14","","","","","","","","",""
"1398","","US 1916","","","2026-04-13","","","","","","","","",""
"1398","","US 1916","","","2026-04-14","","","","","","","","",""
"1399","","US DD1917","","","2026-04-13","","","","","","","","",""
"1399","","US DD1917","","","2026-04-14","","","","","","","","",""
"1400","","US DD1918","","","2026-04-13","","","","","","","","",""
"1400","","US DD1918","","","2026-04-14","","","","","","","","",""
"1401","","US DD1919","","","2026-04-13","","","","","","","","",""
"1401","","US DD1919","","","2026-04-14","","","","","","","","",""
"1402","","US DD1920","","","2026-04-13","","","","","","","","",""
"1402","","US DD1920","","","2026-04-14","","","","","","","","",""
"1403","","US DD1921","","","2026-04-13","","","","","","","","",""
"1403","","US DD1921","","","2026-04-14","","","","","","","","",""
"1404","","US DD1922","","","2026-04-13","","","","","","","","",""
"1404","","US DD1922","","","2026-04-14","","","","","","","","",""
"1407","","US DD1925","","","2026-04-13","","","","","","","","",""
"1407","","US DD1925","","","2026-04-14","","","","","","","","",""
"1408","","US DD1926","","","2026-04-13","","","","","","","","",""
"1408","","US DD1926","","","2026-04-14","","","","","","","","",""
"1410","","US DD1928","","","2026-04-13","","","","","","","","",""
"1410","","US DD1928","","","2026-04-14","","","","","","","","",""
"1411","","US DD1929","","","2026-04-13","","","","","","","","",""
"1411","","US DD1929","","","2026-04-14","","","","","","","","",""
"1412","","US DD1930","","","2026-04-13","","","","","","","","",""
"1412","","US DD1930","","","2026-04-14","","","","","","","","",""
"1413","","US DD193114","","","2026-04-13","","","","","","","","",""
"1413","","US DD193114","","","2026-04-14","","","","","","","","",""
"1414","","US DD1932","","","2026-04-13","","","","","","","","",""
"1414","","US DD1932","","","2026-04-14","","","","","","","","",""
"1415","","US DD1933","","","2026-04-13","","","","","","","","",""
"1415","","US DD1933","","","2026-04-14","","","","","","","","",""
"1416","","DD1934","","","2026-04-13","","","","","","","","",""
"1416","","DD1934","","","2026-04-14","","","","","","","","",""
"1417","","US DD1935","","","2026-04-13","","","","","","","","",""
"1417","","US DD1935","","","2026-04-14","","","","","","","","",""
"1418","","US DD1936","","","2026-04-13","","","","","","","","",""
"1418","","US DD1936","","","2026-04-14","","","","","","","","",""
"1419","","US DD1937","","","2026-04-13","","","","","","","","",""
"1419","","US DD1937","","","2026-04-14","","","","","","","","",""
"1420","","US DD1938","","","2026-04-13","","","","","","","","",""
"1420","","US DD1938","","","2026-04-14","","","","","","","","",""
"1421","","US 1939","","","2026-04-13","","","","","","","","",""
"1421","","US 1939","","","2026-04-14","","","","","","","","",""
"1422","","US 1940","","","2026-04-13","","","","","","","","",""
"1422","","US 1940","","","2026-04-14","","","","","","","","",""
"1423","","US 1941","","","2026-04-13","","","","","","","","",""
"1423","","US 1941","","","2026-04-14","","","","","","","","",""
"1424","","US DD1942","","","2026-04-13","","","","","","","","",""
"1424","","US DD1942","","","2026-04-14","","","","","","","","",""
"1425","","US 1943","","","2026-04-13","","","","","","","","",""
"1425","","US 1943","","","2026-04-14","","","","","","","","",""
"1426","","US DD 1944","","","2026-04-13","","","","","","","","",""
"1426","","US DD 1944","","","2026-04-14","","","","","","","","",""
"20047","","","","","2026-04-13","","","","","","","","",""
"20047","","","","","2026-04-14","","","","","","","","",""
"1427","","US 1945","","","2026-04-13","","","","","","","","",""
"1427","","US 1945","","","2026-04-14","","","","","","","","",""
"1428","","DD1946","","","2026-04-13","","","","","","","","",""
"1428","","DD1946","","","2026-04-14","","","","","","","","",""
"1429","","DD1947","","","2026-04-13","","","","","","","","",""
"1429","","DD1947","","","2026-04-14","","","","","","","","",""
"1430","","US DD1948","","","2026-04-13","","","","","","","","",""
"1430","","US DD1948","","","2026-04-14","","","","","","","","",""
"1431","","US DD1949","","","2026-04-13","","","","","","","","",""
"1431","","US DD1949","","","2026-04-14","","","","","","","","",""
"1432","","US 1950","","","2026-04-13","","","","","","","","",""
"1432","","US 1950","","","2026-04-14","","","","","","","","",""
"1433","","US DD1951","","","2026-04-13","","","","","","","","",""
"1433","","US DD1951","","","2026-04-14","","","","","","","","",""
"1434","","US DD1952","","","2026-04-13","","","","","","","","",""
"1434","","US DD1952","","","2026-04-14","","","","","","","","",""
"1435","","US DD1953","","","2026-04-13","","","","","","","","",""
"1435","","US DD1953","","","2026-04-14","","","","","","","","",""
"1436","","DD1954 ","","","2026-04-13","","","","","","","","",""
"1436","","DD1954 ","","","2026-04-14","","","","","","","","",""
"1437","","DD1793","","","2026-04-13","","","","","","","","",""
"1437","","DD1793","","","2026-04-14","","","","","","","","",""
"1439","","US DD1957","","","2026-04-13","","","","","","","","",""
"1439","","US DD1957","","","2026-04-14","","","","","","","","",""
"1438","","US DD1956","","","2026-04-13","","","","","","","","",""
"1438","","US DD1956","","","2026-04-14","","","","","","","","",""
"1441","","DD1959","","","2026-04-13","","","","","","","","",""
"1441","","DD1959","","","2026-04-14","","","","","","","","",""
"1442","","US DD1960","","","2026-04-13","","","","","","","","",""
"1442","","US DD1960","","","2026-04-14","","","","","","","","",""
"1443","","US DD1961","","","2026-04-13","","","","","","","","",""
"1443","","US DD1961","","","2026-04-14","","","","","","","","",""
"1444","","US DD1962","","","2026-04-13","","","","","","","","",""
"1444","","US DD1962","","","2026-04-14","","","","","","","","",""
"81","3087668","US DD1574","258","57.8","2026-04-13","467","17.07","0.28","0","4","1.38","","13","-4.19"
"81","3087668","US DD1574","259","56.7","2026-04-14","454","","","0","2","1.35","","0","-4.41"
"0","","","","","2026-04-13","","","","","","","","",""
"0","","","","","2026-04-14","","","","","","","","",""
"1445","","USDD1964","","","2026-04-13","","","","","","","","",""
"1445","","USDD1964","","","2026-04-14","","","","","","","","",""
"1446","","USDD1965","","","2026-04-13","","","","","","","","",""
"1446","","USDD1965","","","2026-04-14","","","","","","","","",""
"1447","","US DD1966","","","2026-04-13","","","","","","","","",""
"1447","","US DD1966","","","2026-04-14","","","","","","","","",""
"1449","","USDD1968","","","2026-04-13","","","","","","","","",""
"1449","","USDD1968","","","2026-04-14","","","","","","","","",""
"1450","","US DD1969","","","2026-04-13","","","","","","","","",""
"1450","","US DD1969","","","2026-04-14","","","","","","","","",""
"1451","","US DD1970","","","2026-04-13","","","","","","","","",""
"1451","","US DD1970","","","2026-04-14","","","","","","","","",""
"1452","","US DD1971","","","2026-04-13","","","","","","","","",""
"1452","","US DD1971","","","2026-04-14","","","","","","","","",""
"1453","","US DD1972","","","2026-04-13","","","","","","","","",""
"1453","","US DD1972","","","2026-04-14","","","","","","","","",""
"1454","","US DD1973","","","2026-04-13","","","","","","","","",""
"1454","","US DD1973","","","2026-04-14","","","","","","","","",""
"1456","","US DD1975","","","2026-04-13","","","","","","","","",""
"1456","","US DD1975","","","2026-04-14","","","","","","","","",""
"1457","","US DD1976","","","2026-04-13","","","","","","","","",""
"1457","","US DD1976","","","2026-04-14","","","","","","","","",""
"1458","","US DD1977","","","2026-04-13","","","","","","","","",""
"1458","","US DD1977","","","2026-04-14","","","","","","","","",""
"1459","","US 1978","","","2026-04-13","","","","","","","","",""
"1459","","US 1978","","","2026-04-14","","","","","","","","",""
"75","3088111","US DD1583","227","34.2","2026-04-13","541","10.86","0.86","0","2","1.42","","0","-2.20"
"75","3088111","US DD1583","228","33.7","2026-04-14","573","","","0","2","1.24","","0","-0.88"
"1460","","US DD1979","","","2026-04-13","","","","","","","","",""
"1460","","US DD1979","","","2026-04-14","","","","","","","","",""
"1461","","US DD1980","","","2026-04-13","","","","","","","","",""
"1461","","US DD1980","","","2026-04-14","","","","","","","","",""
"1462","","USDD1981","","","2026-04-13","","","","","","","","",""
"1462","","USDD1981","","","2026-04-14","","","","","","","","",""
"1463","","US DD1982","","","2026-04-13","","","","","","","","",""
"1463","","US DD1982","","","2026-04-14","","","","","","","","",""
"1464","","US DD1983","","","2026-04-13","","","","","","","","",""
"1464","","US DD1983","","","2026-04-14","","","","","","","","",""
"1465","","US DD1984","","","2026-04-13","","","","","","","","",""
"1465","","US DD1984","","","2026-04-14","","","","","","","","",""
"1466","","US DD1985","","","2026-04-13","","","","","","","","",""
"1466","","US DD1985","","","2026-04-14","","","","","","","","",""
"1467","","US 1986","","","2026-04-13","","","","","","","","",""
"1467","","US 1986","","","2026-04-14","","","","","","","","",""
"1468","","US 1987","","","2026-04-13","","","","","","","","",""
"1468","","US 1987","","","2026-04-14","","","","","","","","",""
"1469","","US DD1988","","","2026-04-13","","","","","","","","",""
"1469","","US DD1988","","","2026-04-14","","","","","","","","",""
"1470","","US DD1989","","","2026-04-13","","","","","","","","",""
"1470","","US DD1989","","","2026-04-14","","","","","","","","",""
"20049","","","","","2026-04-13","","","","","","","","",""
"20049","","","","","2026-04-14","","","","","","","","",""
"0","","","","","2026-04-13","","","","","","","","",""
"0","","","","","2026-04-14","","","","","","","","",""
"1471","","US DD1990","","","2026-04-13","","","","","","","","",""
"1471","","US DD1990","","","2026-04-14","","","","","","","","",""
"1472","","US DD1991","","","2026-04-13","","","","","","","","",""
"1472","","US DD1991","","","2026-04-14","","","","","","","","",""
"0","","","","","2026-04-13","","","","","","","","",""
"0","","","","","2026-04-14","","","","","","","","",""
"0","","","","","2026-04-13","","","","","","","","",""
"0","","","","","2026-04-14","","","","","","","","",""
"0","","","","","2026-04-13","","","","","","","","",""
"0","","","","","2026-04-14","","","","","","","","",""
"1473","","DD 1992","","","2026-04-13","","","","","","","","",""
"1473","","DD 1992","","","2026-04-14","","","","","","","","",""
"1474","","US DD1993","","","2026-04-13","","","","","","","","",""
"1474","","US DD1993","","","2026-04-14","","","","","","","","",""
"1476","","US DD1995","","","2026-04-13","","","","","","","","",""
"1476","","US DD1995","","","2026-04-14","","","","","","","","",""
"1475","","US 1994","","","2026-04-13","","","","","","","","",""
"1475","","US 1994","","","2026-04-14","","","","","","","","",""
"1477","","US DD1996","","","2026-04-13","","","","","","","","",""
"1477","","US DD1996","","","2026-04-14","","","","","","","","",""
"1478","","US DD1997","","","2026-04-13","","","","","","","","",""
"1478","","US DD1997","","","2026-04-14","","","","","","","","",""
"1479","","US DD1998","","","2026-04-13","","","","","","","","",""
"1479","","US DD1998","","","2026-04-14","","","","","","","","",""
"1480","","US DD1999","","","2026-04-13","","","","","","","","",""
"1480","","US DD1999","","","2026-04-14","","","","","","","","",""
"1481","","US DD2000","","","2026-04-13","","","","","","","","",""
"1481","","US DD2000","","","2026-04-14","","","","","","","","",""
"1482","","US DD2001","","","2026-04-13","","","","","","","","",""
"1482","","US DD2001","","","2026-04-14","","","","","","","","",""
"1485","","US DD2004","","","2026-04-13","","","","","","","","",""
"1485","","US DD2004","","","2026-04-14","","","","","","","","",""
"1486","","US D2005","","","2026-04-13","","","","","","","","",""
"1486","","US D2005","","","2026-04-14","","","","","","","","",""
"0","","","","","2026-04-13","","","","","","","","",""
"0","","","","","2026-04-14","","","","","","","","",""
"1487","","US DD2006","","","2026-04-13","","","","","","","","",""
"1487","","US DD2006","","","2026-04-14","","","","","","","","",""
"1488","","US DD2007","","","2026-04-13","","","","","","","","",""
"1488","","US DD2007","","","2026-04-14","","","","","","","","",""
"1489","","US DD2008","","","2026-04-13","","","","","","","","",""
"1489","","US DD2008","","","2026-04-14","","","","","","","","",""
"1490","","US DD2009","","","2026-04-13","","","","","","","","",""
"1490","","US DD2009","","","2026-04-14","","","","","","","","",""
"1491","","DD2010","","","2026-04-13","","","","","","","","",""
"1491","","DD2010","","","2026-04-14","","","","","","","","",""
"0","","","","","2026-04-13","","","","","","","","",""
"0","","","","","2026-04-14","","","","","","","","",""
"1492","","US DD2011","","","2026-04-13","","","","","","","","",""
"1492","","US DD2011","","","2026-04-14","","","","","","","","",""
"191","3183576","US DD1578","35","43.7","2026-04-13","491","12.02","1.70","0","2","1.12","","1","4.19"
"191","3183576","US DD1578","36","44.3","2026-04-14","505","","","0","1","1.13","","0","3.53"
"0","","","","","2026-04-13","","","","","","","","",""
"0","","","","","2026-04-14","","","","","","","","",""
"1493","","US DD2012","","","2026-04-13","","","","","","","","",""
"1493","","US DD2012","","","2026-04-14","","","","","","","","",""
"1494","","US DD2013","","","2026-04-13","","","","","","","","",""
"1494","","US DD2013","","","2026-04-14","","","","","","","","",""
"0","","","","","2026-04-13","","","","","","","","",""
"0","","","","","2026-04-14","","","","","","","","",""
"0","","","","","2026-04-13","","","","","","","","",""
"0","","","","","2026-04-14","","","","","","","","",""
"1207","","US DD1576","","","2026-04-13","","","","","","","","",""
"1207","","US DD1576","","","2026-04-14","","","","","","","","",""
"1213","","US DD1582","","","2026-04-13","","","","","","","","",""
"1213","","US DD1582","","","2026-04-14","","","","","","","","",""
"0","","","","","2026-04-13","","","","","","","","",""
"0","","","","","2026-04-14","","","","","","","","",""
"1497","","US 2015","","","2026-04-13","","","","","","","","",""
"1497","","US 2015","","","2026-04-14","","","","","","","","",""
"1498","","US DD2017","","","2026-04-13","","","","","","","","",""
"1498","","US DD2017","","","2026-04-14","","","","","","","","",""
"1499","","US DD2018","","","2026-04-13","","","","","","","","",""
"1499","","US DD2018","","","2026-04-14","","","","","","","","",""
"1500","","US DD2019","","","2026-04-13","","","","","","","","",""
"1500","","US DD2019","","","2026-04-14","","","","","","","","",""
"1501","","US DD2020","","","2026-04-13","","","","","","","","",""
"1501","","US DD2020","","","2026-04-14","","","","","","","","",""
"1502","","US DD2021","","","2026-04-13","","","","","","","","",""
"1502","","US DD2021","","","2026-04-14","","","","","","","","",""
"1503","","US DD2022","","","2026-04-13","","","","","","","","",""
"1503","","US DD2022","","","2026-04-14","","","","","","","","",""
"0","","","","","2026-04-13","","","","","","","","",""
"0","","","","","2026-04-14","","","","","","","","",""
"0","","","","","2026-04-13","","","","","","","","",""
"0","","","","","2026-04-14","","","","","","","","",""
