"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Conductivity","","","","","","","","","","","",""
"216","6634679","US DD1642","2026-04-07","229","74.7","152","12","","2.7","2.1","1.32","0","74.7","-2.6","- |  - |  - |  -","","","","13.33","1.14","","Not Pregnant","Vet ck-pg ck-Open,CL left,stat right","2026-01-16","49","","3","2026-01-16","Not Pregnant","73","70","76","70","102.7","494","0","","12","548","103","3","North Milking Cows"
"1254","","US DD1646","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-160D,bull calf","2025-12-19","270","x","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"1256","","US DD1647","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-pg 100D","2025-12-19","210","","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"257","6634640","US DD1648","","0","6.6","","","","","1.5","0.00","0","6.6","3.3","- |  [s] High CDT |  [s] Colostrum |  [s] Colostrum","","x","","","","","","","","","","","","","70","106","65","59","97.2","494","0","","10","210","104","3","North Milking Cows"
"247","6641939","US DD1649","2026-04-07","15","61.9","4","7","","2.9","3.7","1.11","3","61.9","-0.4","- |  - |  - |  -","","","","14.04","0.36","","","","","","","","","","71","69","71","69","101.7","494","0","","-4","484","104","3","North Milking Cows"
"265","6641319","US DD1650","2026-04-07","15","68.6","2","1","","3.2","3.6","1.07","1","68.6","2.6","- |  - |  - |  -","","","","13.47","0.28","","","","","","","","","","65","68","69","65","102.7","494","0","","13","392","103","3","North Milking Cows"
"137","3087194","US DD1652","2026-04-07","11","45.0","9","1","","2.1","2.3","1.07","0","45.0","-0.4","- |  - |  - |  -","","","","12.28","1.90","","","","","","","","","","72","73","75","73","103.1","494","2","","8","422","103","3","North Milking Cows"
"1261","","US DD1653","","9","","","","","","","0.00","","","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","8","Dry Cows"
"2","3086479","US DD1654","2026-04-07","19","64.4","22","4","","1.9","2.1","1.12","1","64.4","8.6","- |  - |  - |  -","","","","13.26","0.28","","Metritis","","2026-03-25","","","","","","82","84","86","82","102.6","494","0","","-5","429","103","108","Main"
"27","3087387","US DD1655","2026-04-07","5","19.4","7","0","","1.8","2.0","1.16","0","19.4","-8.6","- |  - |  - |  -","","","","3.32","4.56","","","","","","","","","","72","72","70","76","103.3","494","12","","","434","101","108","Main"
"1264","","US DD1656","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Keep Open","Vet ck-pg-FREE MATIN","2025-12-19","","","","2025-12-19","Keep Open","","","","","","494","","","","","","108","Main"
"17","3086731","US DD1660","2026-04-07","333","78.7","745","41","","2.2","2.1","1.28","0","78.7","-6.4","- |  - |  [s] High CDT |  -","2025-10-24","","","18.51","0.29","23","Fertility cycling","Vet ck-pg ck-open,stat left,Cl right,lut","2025-09-20","6","","4","2025-09-19","Not Pregnant","64","65","62","115","102.9","494","0","","2","478","101","103","South Milking Cows"
"39","6642027","US DD1662","","484","","326","52","","2.7","1.4","1.73","1","","-0.4","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg","2025-09-19","247","","7","2025-09-19","Pregnant","0","61","64","84","102.6","494","0","x","12","594","103","1","Default"
"203","5926241","US DD1671","2026-04-07","89","112.0","450","2","","2.2","2.3","1.12","1","112.0","-10.1","- |  - |  - |  -","","","","13.40","4.21","","","","","","","","","","68","68","71","69","100.6","494","0","","4","505","104","3","North Milking Cows"
"1266","","US DD1672","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","108","Main"
"746","3351299","US DD1674","2026-04-07","17","73.9","9","6","","2.5","3.0","1.08","1","73.9","4.0","- |  - |  - |  -","","","","13.90","0.21","","","","","","","","","","72","73","73","72","104.0","494","0","","1","507","103","108","Main"
"43","3086557","US DD1675","2026-04-07","49","80.5","22","4","","3.1","2.7","1.21","1","80.5","-6.6","[] Mastitis |  - |  - |  -","","","","14.76","0.29","644","","","","","","","","","75","65","66","67","102.9","494","0","","7","408","101","103","South Milking Cows"
"1268","","US DD1676","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-30D","2025-12-19","140","","1","2025-12-19","Pregnant","","","","","","494","","","","","","108","Main"
"1269","","US DD1677","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","108","Main"
"1270","","US DD1679","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-50D","2025-12-19","160","","1","2025-12-19","Pregnant","","","","","","494","","","","","","108","Main"
"1271","","US DD1680","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","108","Main"
"188","6632868","US DD1683","","520","","229","24","","2.6","1.9","1.22","0","","7.9","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg","2025-09-19","268","x","5","2025-09-19","Pregnant","78","68","65","74","98.4","494","0","","13","426","104","8","Dry Cows"
"192","3543451","US DD1686","2026-04-07","241","45.6","84","138","","3.1","2.7","1.55","1","45.6","-7.5","- |  - |  - |  [s] High CDT","","","","10.48","0.17","2403","","","","10","","2","","","62","60","131","58","103.1","494","0","x","13","449","101","103","South Milking Cows"
"193","6635122","US DD1687","2026-04-07","237","67.0","287","10","","3.4","3.6","1.83","0","67.0","-7.9","- |  - |  - |  -","","","","17.32","0.25","69","","","","50","","1","","","0","61","60","62","102.7","494","0","x","11","500","102","103","South Milking Cows"
"208","6633192","US DD1689","2026-04-07","127","95.7","174","10","","4.0","3.9","1.25","0","95.7","-11.7","- |  - |  - |  -","","","","17.14","0.30","67","Fertility cycling","Vet ck-57+DIM-Cl right,lut","2026-02-20","5","","2","","","66","67","65","67","102.6","494","0","","17","414","102","103","South Milking Cows"
"210","6632735","US DD1691","2026-04-07","401","62.2","150","27","","3.9","3.9","1.42","0","62.2","-11.9","- |  - |  - |  -","","","","17.44","0.37","73","Pregnant","Vet ck-PG","2026-03-20","62","","3","2026-03-20","Pregnant","69","73","67","70","100.9","494","0","","8","487","102","103","South Milking Cows"
"212","6635120","US DD1693","","339","","112","53","","3.1","2.1","1.49","0","","2.2","- |  - |  - |  -","","","","","","","Pregnant","","2025-10-17","222","","2","2025-10-17","Pregnant","65","72","69","68","102.2","494","0","","8","439","101","8","Dry Cows"
"131","3087351","US DD1696","2026-04-07","34","101.6","11","0","","3.5","4.0","1.20","1","101.6","-14.8","- |  - |  - |  -","","","","18.55","0.28","","Dirty cow","Vet ck-fresh-dirty,vac,give 2nd lut shot,1mo","2026-03-17","","","","","","71","72","71","68","104.0","494","0","","13","538","103","3","North Milking Cows"
"138","3086806","US DD1697","2026-04-07","576","32.6","346","95","","2.6","2.4","1.29","1","32.6","-6.6","- |  - |  - |  -","","","","15.52","0.69","","Keep Open","too high DMI, too low milk, sell","2026-03-19","123","","6","2026-03-19","Keep Open","71","68","70","71","102.6","494","0","","4","357","103","3","North Milking Cows"
"568","3184472","US DD1699","2026-04-07","57","82.2","35","2","","3.1","3.3","1.09","0","82.2","-10.8","- |  - |  - |  [] Mastitis","","","","16.49","0.31","1806","Dirty cow","","2026-03-20","35","","","","","72","78","95","0","103.8","494","0","","14","585","101","103","South Milking Cows"
"121","3087395","US DD1700","2026-04-07","42","113.1","22","1","","3.5","3.4","1.20","0","113.1","-6.6","- |  - |  - |  -","2026-03-23","","","20.12","0.52","27","Dirty cow","","2026-03-15","","","","","","64","66","62","65","102.9","494","0","","4","581","101","103","South Milking Cows"
"1274","","US DD1705","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-160D","2025-12-19","270","x","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"217","6634709","US DD1706","2026-04-07","47","92.2","20","1","","3.7","4.0","1.20","0","92.2","-33.1","- |  - |  - |  -","","","","18.99","0.43","17","","","","","","","","","69","70","67","70","102.2","494","9","","9","253","102","103","South Milking Cows"
"67","3086685","US DD1707","2026-04-07","9","52.7","7","0","","2.0","2.1","1.05","1","52.7","4.9","- |  - |  - |  -","","","","8.82","1.18","","","","","","","","","","70","69","71","66","102.6","494","0","","1","476","103","3","North Milking Cows"
"1276","","US DD1708","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Keep Open","Vet ck-pg-FREE MARTIN","2025-12-19","","","","2025-12-19","Keep Open","","","","","","494","","","","","","11","Young stock"
"218","6632897","US DD1712","2026-04-07","81","77.4","31","4","","3.6","2.9","1.37","1","77.4","-16.5","- |  - |  - |  -","","","","18.99","0.34","632","","","","38","","","","","77","79","82","0","102.0","494","0","","14","275","102","103","South Milking Cows"
"223","6632661","US DD1714","2026-04-07","321","46.7","225","2","","2.7","2.4","1.39","0","46.7","-5.3","- |  - |  - |  -","","","","12.86","0.18","116","Pregnant","Vet ck-preg","2026-02-20","95","","2","2026-02-20","Pregnant","70","69","67","70","101.7","494","0","","10","478","102","103","South Milking Cows"
"1277","","US DD1715","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"224","6642406","US DD1716","2026-04-07","17","76.7","13","1","","2.5","2.6","1.09","0","76.7","7.7","- |  - |  - |  -","","","","16.55","0.34","42","","","","","","","","","68","68","68","70","104.7","494","0","","14","612","101","103","South Milking Cows"
"1278","","US DD1719","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1279","","US DD1720","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1280","","US DD1721","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-45D","2025-12-19","155","","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"236","6632625","US DD1722","2026-04-07","26","62.2","33","5","","2.2","2.6","1.06","0","62.2","0.4","- |  - |  - |  -","","","","13.54","0.24","","","","","","","","","","67","67","69","67","102.0","494","0","","8","443","103","3","North Milking Cows"
"227","6632644","US DD1723","2026-04-07","382","85.1","697","11","","3.4","3.9","1.36","0","85.1","-7.9","- |  - |  - |  -","","","","19.05","0.32","171","Pregnant","Vet ck-pg","2026-01-16","152","","3","2026-01-16","Pregnant","70","71","71","69","102.7","494","0","","13","541","101","103","South Milking Cows"
"4","3086632","US DD1724","2026-04-07","27","21.4","86","4","","1.6","1.3","1.33","0","21.4","-11.5","- |  - |  - |  -","2025-10-25","","","5.83","3.01","848","","","","","","","","","76","66","72","0","102.2","494","12","","11","200","102","103","South Milking Cows"
"1283","","US DD1726","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-120D","2025-12-19","230","","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"1284","","US DD1731","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-120D,heifer calf","2025-12-19","230","","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"1287","","US DD1736","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1288","","US DD1737","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Female infertility","Vet ck-pg ck-Open","2025-12-19","","","","","","","","","","","494","","","","","","11","Young stock"
"226","6634736","US DD1739","2026-04-07","312","33.3","157","37","","3.0","2.4","1.55","0","33.3","-6.8","- |  - |  - |  -","","","","9.88","0.42","","Pregnant","Vet ck-preg,110D","2026-02-20","157","","2","2026-02-20","Pregnant","0","0","68","68","101.1","494","0","x","13","423","104","3","North Milking Cows"
"1290","","US DD1740","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1292","","US DD1743","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 80D,heifer","2026-03-20","99","","1","2026-03-20","Pregnant","","","","","","494","","","","","","11","Young stock"
"184","3183423","US DD1747","2026-04-07","15","25.4","15","30","","1.8","1.6","1.03","0","25.4","4.2","- |  - |  - |  -","","","","8.89","1.16","","Metritis","","2026-03-26","","","","","","72","70","0","0","101.1","494","0","","0","491","104","3","North Milking Cows"
"105","3087401","US DD1748","2026-04-07","133","105.8","79","7","","3.5","3.4","1.39","0","105.8","-2.2","- |  - |  - |  -","","","","21.19","0.38","129","","","","3","","2","","","0","72","74","72","103.3","494","0","","11","527","102","103","South Milking Cows"
"163","3352744","US DD1751","2026-04-07","26","66.6","7","1","","3.8","4.1","1.00","6","66.6","-0.7","- |  - |  - |  -","","","","12.42","0.31","","","","","2","","","","","68","68","72","69","103.6","494","0","x","14","446","103","3","North Milking Cows"
"1297","","US DD1752","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-160D","2025-12-19","270","x","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"144","3087427","US DD1755","2026-04-07","13","52.5","4","6","","2.6","3.4","0.95","1","52.5","3.5","- |  - |  - |  -","","","","13.54","0.26","","","","","","","","","","68","65","68","66","100.8","494","0","x","8","486","104","3","North Milking Cows"
"1299","","US DD1756","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 70D","2026-03-20","89","","1","2026-03-20","Pregnant","","","","","","494","","","","","","11","Young stock"
"145","3086699","US DD1758","2026-04-07","15","49.2","4","1","","2.6","3.0","1.13","0","49.2","-1.3","- |  - |  - |  -","","","","14.32","0.18","","","","","","","","","","69","69","72","70","100.8","494","0","","7","439","104","3","North Milking Cows"
"128","3087160","US DD1759","","418","","456","3","","2.5","1.6","1.63","0","","-0.4","- |  - |  - |  -","","","","","","1797","Pregnant","Vet ck-Pg","2025-11-21","213","","5","2025-11-21","Pregnant","0","89","74","74","100.0","494","0","x","14","467","102","8","Dry Cows"
"1301","","US DD1760","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 80D","2026-03-20","99","","1","2026-03-20","Pregnant","","","","","","494","","","","","","11","Young stock"
"146","3087034","US DD1761","2026-04-07","13","55.3","13","1","","1.9","2.1","1.06","0","55.3","5.5","- |  - |  - |  -","","","","11.64","0.65","","","","","","","","","","72","73","74","72","102.7","494","1","","13","450","103","3","North Milking Cows"
"89","3087349","US DD1763","2026-04-07","313","67.2","231","15","","2.8","2.7","1.36","1","67.2","-9.5","- |  - |  - |  -","","","","15.36","0.24","68","Pregnant","Vet ck-pg","2025-12-19","170","","3","2025-12-19","Pregnant","66","66","65","65","102.2","494","0","","14","532","102","103","South Milking Cows"
"58","3086115","US DD1766","2026-04-07","374","60.4","311","11","","3.0","3.0","1.34","0","60.4","-9.7","- |  - |  - |  -","2025-12-28","","","11.01","0.18","135","Pregnant","Vet ck-preg","2026-02-20","107","","3","2026-02-20","Pregnant","77","67","69","68","102.7","494","0","","12","546","102","103","South Milking Cows"
"59","3087697","US DD1767","2026-04-07","387","15.2","408","27","","2.3","0.8","1.78","0","15.2","-10.1","- |  - |  - |  -","","","","2.50","4.49","","Pregnant","Vet ck-pg","2025-09-19","247","","2","2025-09-19","Pregnant","76","77","68","92","102.2","494","0","x","23","526","101","103","South Milking Cows"
"37","3087451","US DD1768","2026-04-07","358","51.1","423","6","","2.5","2.3","1.63","0","51.1","-7.7","- |  - |  - |  -","","","","16.65","1.82","","Pregnant","Vet ck-pg","2026-01-16","149","","3","2026-01-16","Pregnant","64","67","67","66","103.1","494","0","x","23","471","103","3","North Milking Cows"
"164","3542845","US DD1769","2026-04-07","7","88.8","2","0","","3.0","3.0","0.83","0","88.8","10.6","- |  - |  - |  -","","","","7.44","0.14","97","","","","","","","","","68","69","65","67","104.2","494","4","x","-4","350","101","103","South Milking Cows"
"1304","","US DD1773","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 75D,bull calf","2026-03-20","94","","1","2026-03-20","Pregnant","","","","","","494","","","","","","11","Young stock"
"1305","","US DD1774","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"117","3087338","US DD1775","2026-04-07","15","36.8","7","29","","1.7","2.1","1.05","0","36.8","0.2","- |  - |  - |  -","","","","13.90","0.16","","","","","","","","","","70","70","72","69","101.7","494","0","","10","498","103","3","North Milking Cows"
"1307","","US DD1776","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 45D","2026-03-20","64","","1","2026-03-20","Pregnant","","","","","","494","","","","","","11","Young stock"
"1308","","US DD1777","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 70D,bull calf","2026-03-20","89","","1","2026-03-20","Pregnant","","","","","","494","","","","","","11","Young stock"
"1309","","US DD1778","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1310","","US DD1780","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1311","","US DD1781","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1312","","US DD1785","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-150D","2025-12-19","260","x","1","2025-12-19","Pregnant","","","","","","494","","","","","","11","Young stock"
"1313","","US DD1786","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1314","","US DD1787","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1316","","US DD1789","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","108","Main"
"1319","","US DD1791","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"232","6632637","US DD1792","2026-04-07","157","95.2","390","10","","2.8","3.0","1.48","1","95.2","-10.1","- |  - |  - |  -","","","","15.00","0.38","44","Fertility cycling","Vet ck-75+DIM-CL left,Stat right,lut, offsync if no heat","2026-03-20","98","","","","","65","67","64","66","102.6","494","0","","11","617","101","103","South Milking Cows"
"233","6634664","US DD1793","2026-04-07","324","62.6","617","1","","2.2","2.1","1.48","1","62.6","-5.5","- |  - |  - |  -","","","","11.99","0.75","","Pregnant","Vet ck-PG","2026-03-20","88","","3","2026-03-20","Pregnant","67","64","66","68","101.3","494","0","","9","438","104","3","North Milking Cows"
"235","6633202","US DD1795","2026-04-07","203","89.7","143","0","","3.2","4.0","1.33","0","89.7","-20.3","- |  - |  - |  -","","","","17.28","0.31","","Fertility cycling","Vet ck-pg-open,CL left,stat right,lut, Vet ck-pg-open,CL left,stat right,lut","2026-02-20","43","","2","2026-02-20","Not Pregnant","69","68","69","68","102.4","494","0","","3","514","103","3","North Milking Cows"
"237","6635029","US DD1797","","383","","633","11","x","2.1","","0.00","9","","0.0","[M]  |  [M]  |  [M] Abnormal |  [M] High CDT","2026-01-19","","","","","","Pregnant","Vet ck-Pg","2025-11-21","209","","2","2025-11-21","Pregnant","0","0","175","84","88.9","494","0","","14","519","101","1","Default"
"238","6634733","US DD1798","2026-04-07","213","64.8","101","5","","3.5","3.1","1.29","0","64.8","-7.7","- |  - |  - |  -","","","","14.23","0.43","64","Dirty cow","dirty","2025-09-23","5","","1","","","61","0","60","65","101.3","494","0","","-1","498","101","103","South Milking Cows"
"239","6641905","US DD1799","2026-04-07","50","121.0","22","5","","3.9","4.0","1.16","0","121.0","-12.8","- |  - |  - |  -","","","","22.74","0.54","160","","","","","","","","","66","66","67","66","102.7","494","0","","13","530","102","103","South Milking Cows"
"240","6633288","US DD1800","2026-04-07","355","21.6","608","23","","2.1","1.6","1.58","0","21.6","-2.6","- |  - |  - |  -","","","","8.61","0.40","","Pregnant","Vet ck-pg","2026-01-16","152","","1","2026-01-16","Pregnant","70","68","74","70","100.0","494","0","x","10","380","103","3","North Milking Cows"
"241","6634711","US DD1801","2026-04-07","396","43.2","694","6","","2.1","2.3","1.55","0","43.2","-4.6","- |  - |  - |  -","","","","14.11","0.14","","Pregnant","Vet ck-pg","2025-12-19","164","","6","2025-12-19","Pregnant","77","77","72","73","102.4","494","0","x","0","534","103","3","North Milking Cows"
"243","6633246","US DD1803","2026-04-07","114","97.7","324","2","","3.1","3.3","1.21","0","97.7","-10.6","- |  - |  - |  -","2026-02-27","","","15.18","0.31","29","","","","5","","1","","","68","68","67","83","102.7","494","0","","1","366","102","103","South Milking Cows"
"1320","","US DD1804","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1321","","US DD1805","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1322","","US DD1806","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"244","6632803","US DD1810","2026-04-07","225","74.7","249","41","","3.0","2.7","1.34","1","74.7","0.2","[s] High CDT |  - |  - |  -","","","","12.92","0.20","227","Off sync program","","2026-02-23","5","","4","2026-02-20","Not Pregnant","120","58","59","58","102.6","494","0","","3","426","102","103","South Milking Cows"
"245","6634963","US DD1811","","172","","265","4","","3.2","0.0","0.00","32","","0.0","[M]  |  [M] Mastitis |  [M] Mastitis |  [M] ","","","","","","1780","Fertility cycling","Vet ck-pg-open,stat left CL right,lut, Vet ck-pg-open,stat left CL right,lut","2026-02-20","43","","2","2026-02-20","Not Pregnant","87","104","0","102","100.9","494","0","","13","437","102","1","Default"
"1323","3543443","US DD1812","","","0.0","","0","","","0.0","0.00","0","0.0","0.0","- |  - |  - |  -","","","","","","","Female infertility","Vet ck-pg ck-Open","2025-12-19","4","","1","","","","","","","","494","0","","3","452","","1","Default"
"1324","","US DD1813","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"248","6635044","US DD1816","2026-04-07","328","77.4","269","31","","2.8","3.3","1.29","0","77.4","-3.5","[M]  |  [M]  |  [M]  |  [M] ","2026-04-06","x","","15.36","0.26","1172","Female infertility","Vet ck-75+DIM-cyst left,stat right,offsync","2025-08-26","25","","5","","","64","65","81","0","103.1","494","0","","14","536","102","103","South Milking Cows"
"136","3087368","US DD1819","2026-04-07","232","61.9","351","5","","2.1","2.3","1.30","0","61.9","-6.8","- |  - |  - |  -","","","","16.44","0.25","","Not Pregnant","Vet ck-pg-open,stat left,stat right,offsync","2026-02-20","43","","2","2026-02-20","Not Pregnant","79","72","75","72","102.9","494","0","","3","625","103","3","North Milking Cows"
"253","6634702","US DD1821","2026-04-07","467","49.6","159","4","","3.3","2.7","1.31","0","49.6","-7.1","- |  - |  - |  -","","","","13.33","0.21","","Female infertility","Vet ck-CL left,stat right,lut","2026-01-16","4","","6","2025-09-19","Not Pregnant","66","0","69","80","100.4","494","0","","8","348","104","3","North Milking Cows"
"256","6634673","US DD1824","2026-04-07","182","97.4","141","22","","3.5","4.0","1.35","0","97.4","-9.3","- |  - |  - |  -","","","","17.62","0.39","39","Off sync program","","2026-01-19","25","","3","","","71","71","69","70","103.3","494","0","","8","529","101","103","South Milking Cows"
"258","6641953","US DD1826","","358","","161","88","","3.0","1.1","1.32","3","","0.0","- |  - |  [] Mastitis |  -","","","","","","","Pregnant","Vet ck-pg","2025-09-19","264","x","2","2025-09-19","Pregnant","66","66","64","109","100.9","494","0","","10","523","102","8","Dry Cows"
"260","6634655","US DD1828","2026-04-07","188","55.1","207","10","","2.9","1.3","1.35","0","55.1","-4.4","- |  - |  - |  -","","","","6.67","5.93","","Not Pregnant","Vet ck-pg-open,stat left,sm fol right,offsync","2026-02-20","47","","2","2026-02-20","Not Pregnant","71","72","0","72","103.3","494","0","","8","579","101","103","South Milking Cows"
"261","6634657","US DD1829","2026-04-07","137","101.0","328","8","","3.0","3.0","1.44","0","101.0","-8.2","- |  - |  - |  -","","","","14.35","0.26","204","","","","13","","1","","","69","0","66","68","103.3","494","0","","14","502","101","103","South Milking Cows"
"1327","","US DD1832","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1328","","US DD1833","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"231","6635053","US DD1834","2026-04-07","217","20.5","800","17","","1.9","2.0","1.23","0","20.5","-2.9","[M]  |  [M]  |  [M]  |  [M] High CDT","","x","","8.63","1.46","2016","Keep Open","Keep Open Advice","2026-04-05","25","","1","2026-04-05","Keep Open","0","0","121","65","103.3","494","0","","1","571","101","103","South Milking Cows"
"1329","","US DD1835","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"221","6635124","US DD1836","2026-04-07","207","80.5","959","3","","2.0","1.9","1.39","0","80.5","-13.2","- |  - |  - |  -","","","","18.93","4.31","","Pregnant","Vet ck-pg","2026-01-16","134","","1","2026-01-16","Pregnant","70","71","67","71","102.4","494","0","","14","506","101","103","South Milking Cows"
"1330","","US DD1840","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1331","","US DD1841","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1332","","US DD1842","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"787","3184144","US DD1846","2026-04-07","227","35.3","392","21","","2.0","2.4","1.68","0","35.3","-2.9","- |  - |  - |  -","","","","14.39","0.21","","Female infertility","Vet ck-fert ck-CL left,lut","2026-01-16","9","","","","","72","80","75","71","100.0","494","0","x","10","461","104","3","North Milking Cows"
"1335","","US DD1848","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1336","","US DD1849","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1337","","US DD1851","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
"1338","","US DD1852","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","494","","","","","","11","Young stock"
