"Animal Number","Sick Change Status","Sick Chance","Animal Life No. ","Lactation No.","Lactation days","Day Production","Reproduction Status","Sire","Last Insemination","Inseminate","Days Pregnant","Days to Dry Off","Expected Calving Date","Production Status","Too Late for Milking","Milk Visit Yield","Day Production (24h)","Nr of Refusal","Last Milk","Train Cow","Calving Date","Animal Tag Id"
"AVG","","","","","","","","","","","","","","","","21.1","27.1","","","","",""
"SUM","","","","","","","","","","","","","","","","","","","","","",""
"1247","","","US DD1635","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-07-12","","269","","2026-04-18","Young Stock","","","0.0","","","","2023-09-17",""
"1248","","","US DD1636","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-08-01","","249","","2026-05-08","Young Stock","","","0.0","","","","2023-09-17",""
"1249","","","US DD1637","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-10-30","","159","","2026-08-06","Young Stock","","","0.0","","","","2023-09-21",""
"1250","","","US DD1638","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-08-01","","249","","2026-05-08","Young Stock","","","0.0","","","","2023-09-23",""
"1251","","","US DD1639","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2023-09-26",""
"60","","","US DD1640","1","8","43.2","Open","","","","","","","In Lactation","x","3.1","43.2","0","x","","2026-03-30","3087116"
"1253","","","US DD1641","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2023-10-21",""
"1254","","","US DD1646","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-07-12","","269","","2026-04-18","Young Stock","","","0.0","","","","2023-10-22",""
"216","","","US DD1642","3","228","71.0","Inseminated","ANGUS BLEND 17","2026-02-18","","","","","In Lactation","","20.1","71.0","0","x","","2025-08-22","6634679"
"1256","","","US DD1647","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-09-10","","209","","2026-06-17","Young Stock","","","0.0","","","","2023-10-26",""
"257","","","US DD1648","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-07-12","","269","","2026-04-18","Young Stock","","","0.0","0","","Yes","2023-10-28","6634640"
"247","","","US DD1649","1","14","65.0","Open","","","","","","","In Lactation","","17.2","65.0","0","x","","2026-03-24","6641939"
"265","","","US DD1650","1","14","66.8","Open","","","","","","","In Lactation","","17.2","66.8","0","x","","2026-03-24","6641319"
"137","","","US DD1652","1","10","42.3","Open","","","","","","","In Lactation","","26.0","42.3","1","x","","2026-03-28","3087194"
"1261","","","US DD1653","1","8","","Open","","","","","","","Dry Off","","","","","","","2026-03-30",""
"27","","","US DD1655","1","4","36.8","Open","","","","","","","In Lactation","x","15.0","36.8","0","x","","2026-04-03","3087387"
"2","","","US DD1654","1","18","61.5","Open","","","","","","","In Lactation","","18.7","61.5","0","x","","2026-03-20","3086479"
"1264","","","US DD1656","","","0.0","Keep Open","","","","","","","Young Stock","","","0.0","","","","2023-11-26",""
"39","","","US DD1662","4","483","","Pregnant","ANGUS BLEND 17","2025-08-04","","246","","2026-05-11","Dry Off","","29.1","","1","x","","2024-12-10","6642027"
"203","","","US DD1671","3","88","112.4","Open","","","x","","","","In Lactation","x","47.8","112.4","0","x","","2026-01-09","5926241"
"1266","","","US DD1672","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2023-11-30",""
"746","","","US DD1674","1","16","68.6","Open","","","","","","","In Lactation","","18.5","68.6","0","x","","2026-03-22","3351299"
"1268","","","US DD1676","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-11-19","","139","","2026-08-26","Young Stock","","","0.0","","","","2023-12-04",""
"1269","","","US DD1677","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2023-12-04",""
"1270","","","US DD1679","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-10-30","","159","","2026-08-06","Young Stock","","","0.0","","","","2023-12-06",""
"1271","","","US DD1680","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2023-12-11",""
"193","","","US DD1687","3","236","62.6","Inseminated","SAVYSTRIDE","2026-02-17","","","","","In Lactation","","16.5","62.6","0","x","","2025-08-14","6635122"
"188","","","US DD1683","2","519","","Pregnant","ANGUS BLEND 17","2025-07-14","","267","","2026-04-20","Dry Off","","9.7","","0","x","","2024-11-04","6632868"
"212","","","US DD1693","3","338","","Pregnant","GAMEREADY SEXED","2025-08-29","","221","","2026-06-05","Dry Off","","16.1","","0","x","","2025-05-04","6635120"
"208","","","US DD1689","3","126","97.2","Inseminated","DO IT NOW SEXED","2026-04-03","","","","","In Lactation","","25.4","97.2","0","x","","2025-12-02","6633192"
"210","","","US DD1691","2","400","64.2","Pregnant","CHAROLAIS BLEND 4","2026-02-05","","61","159","2026-11-12","In Lactation","","15.2","64.2","0","x","","2025-03-03","6632735"
"131","","","US DD1696","3","33","106.5","Open","","","","","","","In Lactation","","32.4","106.5","0","x","","2026-03-05","3087351"
"138","","","US DD1697","2","575","36.4","Keep Open","CHAROLAIS BLEND 4","2025-09-24","","","","","In Lactation","","17.2","36.4","0","x","","2024-09-09","3086806"
"121","","","US DD1700","3","41","112.9","Open","","","","","","","In Lactation","","23.8","112.9","0","x","","2026-02-25","3087395"
"1272","","","US 1703","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2023-12-18",""
"1274","","","US DD1705","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-07-12","","269","","2026-04-18","Young Stock","","","0.0","","","","2023-12-20",""
"217","","","US DD1706","3","46","112.2","Open","","","","","","","In Lactation","","20.9","112.2","0","x","","2026-02-20","6634709"
"67","","","US DD1707","1","8","47.0","Open","","","","","","","In Lactation","","25.6","47.0","1","x","","2026-03-30","3086685"
"1276","","","US DD1708","","","0.0","Keep Open","","","","","","","Young Stock","","","0.0","","","","2023-12-22",""
"223","","","US DD1714","2","320","50.0","Pregnant","GIANT","2026-01-03","","94","126","2026-10-10","In Lactation","","20.1","50.0","0","x","","2025-05-22","6632661"
"224","","","US DD1716","3","16","74.5","Open","","","","","","","In Lactation","","25.8","74.5","0","x","","2026-03-22","6642406"
"1278","","","US DD1719","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2023-12-27",""
"1279","","","US DD1720","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2023-12-27",""
"1277","","","US DD1715","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2023-12-28",""
"1280","","","US DD1721","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-11-04","","154","","2026-08-11","Young Stock","","","0.0","","","","2023-12-29",""
"227","","","US DD1723","2","381","89.5","Pregnant","ANGUS BLEND 17","2025-11-07","","151","69","2026-08-14","In Lactation","","19.4","89.5","0","x","","2025-03-22","6632644"
"1283","","","US DD1726","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-08-21","","229","","2026-05-28","Young Stock","","","0.0","","","","2024-01-20",""
"52","","","DD1733","1","14","76.7","Open","","","","","","","In Lactation","","21.4","76.7","1","x","","2026-03-24","3087406"
"1284","","","US DD1731","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-08-21","","229","","2026-05-28","Young Stock","","","0.0","","","","2024-01-25",""
"1286","","","US 1734","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-07-12","","269","","2026-04-18","Young Stock","","","0.0","","","","2024-01-26",""
"1287","","","US DD1736","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-01-27",""
"1288","","","US DD1737","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-01-27",""
"266","","","US 1738","1","22","56.9","Open","","","","","","","In Lactation","","23.8","56.9","0","x","","2026-03-16","6640786"
"226","","","US DD1739","2","311","34.8","Pregnant","CHAROLAIS BLEND 4","2025-11-02","","156","64","2026-08-09","In Lactation","","16.5","34.8","1","x","","2025-05-31","6634736"
"1290","","","US DD1740","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-02-05",""
"1291","","","US 1741","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-07-22","","259","","2026-04-28","Young Stock","","","0.0","","","","2024-02-08",""
"1292","","","US DD1743","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-12-30","","98","","2026-10-06","Young Stock","","","0.0","","","","2024-02-10",""
"3","","","US 1744","1","15","50.3","Open","","","","","","","In Lactation","","16.3","50.3","2","x","","2026-03-23","3086603"
"1294","","","US 1745","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-02-13",""
"184","","x","US DD1747","1","14","24.0","Open","","","","","","","In Lactation","x","8.2","24.0","3","x","","2026-03-24","3183423"
"105","","","US DD1748","2","132","84.7","Inseminated","SAVYSTRIDE","2026-04-05","","","","","In Lactation","","25.8","84.7","0","x","","2025-11-26","3087401"
"163","","","US DD1751","1","25","66.8","Open Cyclic","","","","","","","In Lactation","","17.0","66.8","0","x","","2026-03-13","3352744"
"1297","","","US DD1752","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-07-12","","269","","2026-04-18","Young Stock","","","0.0","","","","2024-02-19",""
"144","","","US DD1755","1","12","52.5","Open","","","","","","","In Lactation","x","","52.5","0","x","","2026-03-26","3087427"
"1299","","","US DD1756","","","0.0","Pregnant","Anderson Bull 3-25-2025","2026-01-09","","88","","2026-10-16","Young Stock","","","0.0","","","","2024-02-27",""
"145","","x","US DD1758","1","14","45.9","Open","","","","","","","In Lactation","","15.7","45.9","0","x","","2026-03-24","3086699"
"128","","","US DD1759","2","417","","Pregnant","DO IT NOW SEXED","2025-09-07","","212","","2026-06-14","Dry Off","","5.7","","0","x","","2025-02-14","3087160"
"1301","","","US DD1760","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-12-30","","98","","2026-10-06","Young Stock","","","0.0","","","","2024-03-02",""
"146","","","US DD1761","1","12","50.3","Open","","","","","","","In Lactation","","29.5","50.3","0","x","","2026-03-26","3087034"
"58","","","US DD1766","2","373","65.5","Pregnant","ANGUS BLEND 17","2025-12-22","","106","114","2026-09-28","In Lactation","","16.8","65.5","0","x","","2025-03-30","3086115"
"59","","x","US DD1767","2","386","6.4","Pregnant","MITCHELL sexed","2025-08-04","","246","-26","2026-05-11","In Lactation","x","4.0","6.4","1","x","","2025-03-17","3087697"
"164","","x","US DD1769","3","6","86.6","Open","","","","","","","In Lactation","","45.4","86.6","1","x","","2026-04-01","3542845"
"89","","","US DD1763","2","312","65.5","Pregnant","ANGUS BLEND 17","2025-10-20","","169","51","2026-07-27","In Lactation","","22.9","65.5","2","x","","2025-05-30","3087349"
"1304","","","US DD1773","","","0.0","Pregnant","Anderson Bull 3-25-2025","2026-01-04","","93","","2026-10-11","Young Stock","","","0.0","","","","2024-03-16",""
"1305","","","US DD1774","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-03-17",""
"117","","","US DD1775","1","14","46.1","Open","","","","","","","In Lactation","x","5.1","46.1","0","x","","2026-03-24","3087338"
"1307","","","US DD1776","","","0.0","Pregnant","Anderson Bull 3-25-2025","2026-02-03","","63","","2026-11-10","Young Stock","","","0.0","","","","2024-03-28",""
"1308","","","US DD1777","","","0.0","Pregnant","Anderson Bull 3-25-2025","2026-01-09","","88","","2026-10-16","Young Stock","","","0.0","","","","2024-03-30",""
"1309","","","US DD1778","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-03-30",""
"1310","","","US DD1780","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-04-01",""
"1311","","","US DD1781","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-04-01",""
"1312","","","US DD1785","","","0.0","Pregnant","Anderson Bull 3-25-2025","2025-07-22","","259","","2026-04-28","Young Stock","","","0.0","","","","2024-04-02",""
"1313","","","US DD1786","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-04-02",""
"1314","","","US DD1787","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-04-03",""
"215","","","US 1788","1","27","79.1","Open","","","","","","","In Lactation","","24.7","79.1","0","x","","2026-03-11","6641856"
"1316","","","US DD1789","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-04-13",""
"1317","","","US 1789","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-04-15",""
"1318","","","US 1790","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-04-15",""
"1319","","","US DD1791","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-04-16",""
"238","","","US DD1798","2","212","67.0","Inseminated","ANGUS BLEND 17","2026-04-03","","","","","In Lactation","","15.2","67.0","0","x","","2025-09-07","6634733"
"232","","","US DD1792","3","156","93.7","Open Cyclic","","","","","","","In Lactation","","19.4","93.7","0","x","","2025-11-02","6632637"
"243","","","US DD1803","3","113","101.2","Inseminated","ANGUS BLEND 17","2026-04-03","","","","","In Lactation","","23.6","101.2","0","x","","2025-12-15","6633246"
"239","","","US DD1799","5","49","125.2","Open","","","","","","","In Lactation","","23.1","125.2","8","x","","2026-02-17","6641905"
"235","","x","US DD1795","4","202","93.9","Inseminated","POWERHOUSE -SEXED","2026-02-24","x","","","","In Lactation","","21.2","93.9","0","x","","2025-09-17","6633202"
"240","","","US DD1800","4","354","24.5","Pregnant","ANGUS BLEND 17","2025-11-07","","151","69","2026-08-14","In Lactation","","8.4","24.5","0","x","","2025-04-18","6633288"
"241","","","US DD1801","3","395","40.8","Pregnant","ANGUS BLEND 17","2025-10-26","","163","57","2026-08-02","In Lactation","","15.0","40.8","0","x","","2025-03-08","6634711"
"237","","","US DD1797","2","382","","Pregnant","BEETHOVEN SEXED","2025-09-11","","208","","2026-06-18","Dry Off","","2.4","","9","x","","2025-03-21","6635029"
"1320","","","US DD1804","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-04-22",""
"233","","","US DD1793","3","323","60.6","Pregnant","DO IT NOW SEXED","2026-01-10","","87","133","2026-10-17","In Lactation","x","17.9","60.6","1","x","","2025-05-19","6634664"
"1321","","","US DD1805","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-04-24",""
"1322","","","US DD1806","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-04-29",""
"244","","","US DD1810","3","224","74.5","Inseminated","DO IT NOW SEXED","2026-04-03","","","","","In Lactation","","22.7","74.5","3","x","","2025-08-26","6632803"
"245","","","US DD1811","4","171","","Inseminated","POWERHOUSE","2026-02-24","x","","","","Dry Off","","21.6","","30","x","","2025-10-18","6634963"
"1323","","","US DD1812","","","0.0","Inseminated","DO IT NOW SEXED","2026-04-04","","","","","Young Stock","","","0.0","0","","","2024-05-03","3543443"
"1324","","","US DD1813","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-05-04",""
"1325","","","US 1815","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-05-06",""
"248","","","US DD1816","4","327","76.5","Inseminated","ANGUS BLEND 17","2026-03-14","","","","","In Lactation","","24.7","76.5","0","x","","2025-05-15","6635044"
"253","","","US DD1821","4","466","51.4","Inseminated","ANGUS BLEND 17","2026-04-04","","","","","In Lactation","","17.0","51.4","0","x","","2024-12-27","6634702"
"136","","","US DD1819","4","231","59.1","Inseminated","CHAROLAIS BLEND 4","2026-02-24","x","","","","In Lactation","","18.3","59.1","0","x","","2025-08-19","3087368"
"260","","","US DD1828","3","187","58.6","Inseminated","SMITTEN SEXED","2026-02-20","","","","","In Lactation","x","38.1","58.6","0","x","","2025-10-02","6634655"
"256","","","US DD1824","4","181","104.1","Inseminated","ANGUS BLEND 17","2026-03-14","","","","","In Lactation","","25.6","104.1","0","x","","2025-10-08","6634673"
"258","","","US DD1826","4","357","","Pregnant","MITCHELL sexed","2025-07-18","","263","","2026-04-24","Dry Off","","23.6","","3","x","","2025-04-15","6641953"
"1326","","","US DD1326","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-05-11",""
"1327","","","US DD1832","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-05-15",""
"1328","","","US DD1833","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-05-16",""
"231","","","US DD1834","6","216","22.7","Keep Open","BOLDNESS SEXED","2026-01-28","","","","","In Lactation","","9.0","22.7","0","x","","2025-09-03","6635053"
"221","","","US DD1836","4","206","80.5","Pregnant","LUCKYCHARM SEXED","2025-11-25","","133","87","2026-09-01","In Lactation","","43.9","80.5","0","x","","2025-09-13","6635124"
"1329","","","US DD1835","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-05-25",""
"1331","","","US DD1841","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-05-27",""
"1330","","","US DD1840","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-05-27",""
"1332","","","US DD1842","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-05-29",""
"787","","","US DD1846","3","226","34.2","Open Cyclic","","","","","","","In Lactation","","17.0","34.2","0","x","","2025-08-24","3184144"
"1335","","","US DD1848","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-04",""
"1336","","","US DD1849","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-04",""
"1337","","","US DD1851","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-08",""
"1338","","","US DD1852","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-08",""
"1339","","","US DD1853","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-14",""
"1340","","","US DD1855","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-14",""
"1341","","","US DD1856","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-16",""
"1342","","","US DD1858","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-19",""
"1343","","","US 1859","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-20",""
"1345","","","US DD1861","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-21",""
"1344","","","US DD1860","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-21",""
"1347","","","US DD1863","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-22",""
"1346","","","US DD1862","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-22",""
"1348","","","US DD1864","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-25",""
"1349","","","US DD1865","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-26",""
"1350","","","US DD1866","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-28",""
"1351","","","US DD1867","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-06-30",""
"1353","","","US DD1869","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-01",""
"1354","","","US DD1870","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-02",""
"270","","","US DD1871","3","148","98.3","Inseminated","ANGUS BLEND 17","2026-03-23","","","","","In Lactation","","20.7","98.3","0","x","","2025-11-10","6642008"
"1355","","","US DD1872","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-06",""
"1356","","","US DD1873","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-09",""
"1357","","","US DD1874","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-11",""
"1358","","","US DD1875","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-12",""
"1359","","","US DD1876","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-12",""
"1360","","","US DD1877","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-12",""
"1361","","","US DD1878","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-15",""
"1362","","","US DD1879","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-20",""
"1363","","","US DD1880","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-20",""
"1364","","","US DD1882","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-21",""
"1365","","","US DD1883","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-21",""
"1366","","","US 1884","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-27",""
"1367","","","US 1885","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-28",""
"1368","","","US DD1886","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-30",""
"1369","","","US DD1887","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-07-31",""
"1370","","","US DD1888","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-08-01",""
"1371","","","US DD1889","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-08-01",""
"1373","","","US DD1891","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-08-03",""
"1374","","","US DD1892","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-08-04",""
"1375","","","US 1893","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-08-07",""
"1376","","","US DD1894","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-08-13",""
"1378","","","US DD1896","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-08-24",""
"1379","","","US DD1897","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-08-28",""
"1380","","","US DD1898","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-08-28",""
"1381","","","US DD1899","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-08-31",""
"20042","","","","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-09-13",""
"1382","","","US DD1900","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-09-13",""
"1383","","","US DD1901","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-09-24",""
"1384","","","US DD1902","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-09-26",""
"1385","","","US DD1903","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-09-26",""
"1386","","","US DD1904","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-09-28",""
"1387","","","US DD1905","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-10-07",""
"1388","","","US DD1906","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-10-08",""
"1389","","","US DD907","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-10-13",""
"1390","","","US DD1908","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-10-15",""
"1391","","","US DD1909","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-10-15",""
"1392","","","US DD1910","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-10-20",""
"1393","","","US DD1911","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-10-21",""
"1394","","","US DD1912","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-10-23",""
"1395","","","US DD1913","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-10-25",""
"1396","","","US 1914","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-10-28",""
"1397","","","US DD1915","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-11-02",""
"1398","","","US 1916","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-11-03",""
"1399","","","US DD1917","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-11-04",""
"1400","","","US DD1918","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-11-08",""
"1401","","","US DD1919","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-11-10",""
"1402","","","US DD1920","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-11-13",""
"1403","","","US DD1921","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-11-19",""
"1404","","","US DD1922","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-11-19",""
"1407","","","US DD1925","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-12-10",""
"1408","","","US DD1926","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-12-12",""
"1410","","","US DD1928","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-12-13",""
"1411","","","US DD1929","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-12-15",""
"1412","","","US DD1930","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-12-26",""
"1413","","","US DD193114","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-12-26",""
"1414","","","US DD1932","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-12-29",""
"1415","","","US DD1933","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2024-12-30",""
"1416","","","DD1934","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2025-01-08",""
"1417","","","US DD1935","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2025-01-15",""
"1418","","","US DD1936","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2025-01-15",""
"1419","","","US DD1937","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2025-01-15",""
"1420","","","US DD1938","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2025-01-18",""
"1421","","","US 1939","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2025-01-21",""
"1422","","","US 1940","","","0.0","Never inseminated","","","x","","","","Young Stock","","","0.0","","","","2025-02-02",""
"1423","","","US 1941","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-02-14",""
"1424","","","US DD1942","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-02-22",""
"1425","","","US 1943","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-02-24",""
"1426","","","US DD 1944","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-03-19",""
"20047","","","","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-03-22",""
"1427","","","US 1945","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-03-30",""
"1428","","","DD1946","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-04-15",""
"1429","","","DD1947","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-04-20",""
"1430","","","US DD1948","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-05-04",""
"1431","","","US DD1949","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-05-07",""
"1432","","","US 1950","","","0.0","Never inseminated","","","","","","","Young Stock","","","0.0","","","","2025-05-11",""
